#{"t_start": 1716229727.5332778, "env_id": "CenteringWorld-v1"}
r,l,t
-6.99,370,1.331863
-0.58,67,1.661604
0.67,107,2.036508
1.61,49,2.111574
1.5,39,2.178711
0.79,78,2.524267
1.09,22,2.566808
1.04,46,2.857647
0.56,36,2.915695
1.1,25,2.953236
1.57,9,2.966743
1.51,13,2.987761
0.84,68,3.30175
1.53,7,3.312257
1.13,46,3.384158
1.58,20,3.417236
1.56,8,3.431252
1.44,14,3.451776
1.56,8,3.678221
1.58,12,3.697745
1.57,13,3.717761
1.7,24,3.7583
1.68,31,3.807846
1.55,10,3.824437
1.29,41,4.111296
1.6,12,4.131328
1.1,19,4.161387
1.69,48,4.238524
1.59,12,4.257559
1.54,6,4.267097
1.65,30,4.538456
1.54,7,4.549967
1.63,21,4.584584
1.71,25,4.623174
1.63,15,4.648658
1.62,16,4.674213
1.19,36,4.947937
1.66,18,4.977488
1.57,10,4.993523
1.11,15,5.019073
1.57,10,5.034608
1.54,7,5.046133
1.54,17,5.076688
1.69,22,5.111501
1.15,21,5.144552
1.52,10,5.393919
1.61,27,5.441007
1.11,16,5.467049
1.55,7,5.477568
1.56,10,5.493131
0.53,15,5.51768
1.52,6,5.528199
1.56,8,5.540727
1.79,50,5.804661
1.58,11,5.822702
1.55,7,5.833219
1.6,13,5.855772
1.59,11,5.872809
0.64,23,5.910873
1.58,10,5.926404
1.57,9,5.940948
1.63,15,5.96599
1.51,3,5.971501
1.55,7,5.982012
1.54,6,6.174113
1.6,12,6.195146
1.58,10,6.211186
1.62,14,6.234209
1.63,15,6.258165
1.59,13,6.278105
1.56,10,6.295849
1.11,18,6.325402
1.68,22,6.361992
1.6,12,6.38222
1.61,13,6.558747
1.66,19,6.591658
1.5,2,6.594657
1.61,13,6.618693
1.64,16,6.644758
1.61,13,6.668795
1.53,13,6.69235
1.57,9,6.706866
1.08,23,6.753494
1.6,19,6.937912
1.92,44,7.016599
1.62,14,7.040159
1.88,41,7.116168
1.69,24,7.307658
1.54,6,7.31917
1.63,15,7.344151
1.59,11,7.362306
1.84,38,7.434141
1.58,12,7.453695
1.88,40,7.670373
1.77,31,7.723479
1.61,13,7.752547
1.58,10,7.769066
1.63,16,7.796622
0.56,22,7.834805
1.8,32,7.889919
1.57,9,8.058534
1.59,11,8.086623
1.53,5,8.096133
1.62,14,8.119173
1.56,8,8.133218
1.57,11,8.15532
1.72,24,8.201926
1.19,24,8.24151
1.52,10,8.258028
1.63,17,8.449226
1.54,9,8.464263
1.78,31,8.518853
1.59,13,8.541202
1.57,11,8.560226
1.54,6,8.570239
1.56,10,8.587276
1.8,37,8.652412
1.62,14,8.835351
1.71,23,8.881932
1.52,4,8.892997
1.57,10,8.910593
1.19,25,8.95319
1.53,9,8.971219
1.6,12,8.991265
1.57,9,9.006375
1.54,10,9.023407
1.59,11,9.045913
1.6,12,9.230128
1.54,10,9.247001
