#{"t_start": 1716229727.5472748, "env_id": "CenteringWorld-v1"}
r,l,t
1.44,33,0.296071
-0.56,117,0.762864
-1.58,202,1.291083
0.7,180,2.003983
1.01,55,2.088069
1.65,80,2.446214
1.51,3,2.451218
1.55,38,2.507271
1.55,10,2.522286
1.64,56,2.838649
1.55,8,2.850155
1.16,21,2.883682
1.59,14,2.906201
1.55,8,2.917715
1.57,15,2.941238
1.58,21,2.974765
1.62,27,3.016357
1.73,41,3.287753
1.59,13,3.308768
1.61,18,3.336295
1.63,22,3.371161
1.09,14,3.394226
1.62,23,3.431271
1.6,13,3.664224
1.84,42,3.731795
1.54,6,3.743304
1.56,11,3.760319
1.5,2,3.763319
1.64,17,3.790849
1.51,3,3.796358
1.71,54,4.1043
1.52,8,4.117331
1.57,9,4.131362
1.6,13,4.152399
1.61,14,4.174439
1.07,15,4.198984
1.54,6,4.208502
1.59,12,4.229045
1.59,11,4.246068
1.75,31,4.518946
1.57,9,4.532971
1.0,1,4.534969
1.9,49,4.613177
1.72,24,4.651698
1.53,6,4.662216
1.5,2,4.665216
1.02,12,4.684239
1.57,11,4.701433
1.7,22,4.954974
1.55,9,4.969006
1.53,5,4.976517
1.61,13,4.999074
1.67,20,5.031136
1.6,12,5.051172
1.19,30,5.101503
1.03,6,5.111013
1.58,10,5.126543
1.66,21,5.396951
1.57,9,5.411474
0.86,85,5.5516
1.64,16,5.577157
1.1,35,5.813705
1.57,9,5.828261
1.62,14,5.851294
1.58,12,5.871331
1.62,16,5.896876
1.51,3,5.90189
1.59,15,5.925945
1.55,7,5.93747
1.58,11,5.955993
1.51,3,5.960508
1.71,34,6.199189
1.52,4,6.206189
1.63,15,6.229659
1.6,13,6.250595
1.75,27,6.295369
1.68,20,6.327937
1.61,17,6.357027
1.63,15,6.537744
1.56,8,6.550268
1.59,11,6.569134
1.17,20,6.604696
1.56,9,6.619731
1.57,11,6.639281
1.54,8,6.654798
1.59,11,6.672834
1.73,29,6.728978
1.59,11,6.750018
1.57,13,6.922905
1.55,7,6.935937
1.56,8,6.949469
1.58,11,6.969019
1.14,17,6.998602
1.62,14,7.022641
1.61,13,7.046694
1.11,18,7.081912
1.63,15,7.107685
1.57,11,7.126229
1.58,10,7.294664
1.6,12,7.316132
1.62,16,7.341187
1.04,11,7.36036
1.61,13,7.387584
1.57,14,7.413626
1.56,10,7.43018
1.57,9,7.444698
1.53,5,7.453217
1.66,18,7.48477
1.7,26,7.676923
1.6,12,7.696959
1.65,17,7.732031
1.67,20,7.7681
1.63,15,7.793144
1.58,10,7.809291
1.75,27,7.857889
1.64,16,8.038537
1.46,8,8.057309
1.66,31,8.114697
1.59,16,8.147345
1.58,10,8.166896
1.17,24,8.207965
0.57,15,8.233519
1.65,17,8.262655
1.59,11,8.442749
1.5,4,8.449266
1.56,8,8.461785
1.84,59,8.56476
1.52,4,8.571279
1.61,15,8.598831
1.85,39,8.824434
1.1,17,8.858427
1.6,18,8.896596
1.51,3,8.901607
1.71,25,8.946698
1.66,18,8.977268
0.98,7,8.989378
1.58,10,9.006398
1.51,3,9.011409
1.57,10,9.031916
1.53,7,9.045973
1.52,4,9.214627
1.68,28,9.264076
1.33,38,9.330213
1.56,8,9.343737
1.7,23,9.391324
1.57,9,9.406352
1.58,12,9.426937
1.61,13,9.60311
1.78,32,9.65975
1.59,11,9.683786
1.57,9,9.699822
1.57,9,9.73688
1.56,10,9.764923
0.97,14,9.790003
1.56,8,9.804518
1.62,14,9.837086
1.63,15,9.864122
1.79,34,10.133374
1.56,8,10.147404
1.6,12,10.174445
1.61,13,10.197994
1.71,24,10.242595
1.58,10,10.259634
1.57,15,10.29321
1.48,30,10.551175
1.54,11,10.571769
1.53,7,10.584288
1.57,15,10.616354
1.6,12,10.637939
1.96,48,10.754433
1.59,11,10.774471
1.8,33,11.010995
1.59,11,11.030011
1.02,15,11.086229
1.55,7,11.098914
1.58,10,11.118456
1.55,7,11.130976
1.57,9,11.147012
1.65,18,11.186081
1.62,16,11.213127
1.57,9,11.231164
1.6,12,11.451136
1.58,10,11.468173
1.55,7,11.484689
1.6,12,11.508116
1.66,18,11.538155
1.62,14,11.564682
1.74,28,11.618877
1.06,9,11.63394
1.7,22,11.863957
1.59,11,11.883054
1.82,34,11.948172
1.54,8,11.962198
1.66,18,11.993309
1.55,7,12.006855
1.15,22,12.063509
1.74,26,12.278188
1.07,14,12.30131
1.56,8,12.314337
1.71,23,12.355969
1.79,31,12.441246
1.61,16,12.469345
1.54,6,12.487376
1.57,9,12.502894
1.68,22,12.736002
1.16,20,12.780621
1.68,20,12.825845
1.6,18,12.85693
1.6,12,12.879704
1.78,32,12.940406
1.59,11,12.959442
1.88,44,13.247588
1.57,9,13.263108
1.47,15,13.289169
1.51,3,13.295169
1.73,25,13.339984
1.5,16,13.372536
1.6,12,13.418086
1.84,36,13.662031
1.56,8,13.677063
1.6,12,13.706126
1.55,7,13.738186
1.69,21,13.777253
1.54,6,13.793774
1.58,12,13.81481
1.59,11,13.833335
1.62,14,13.857885
1.71,23,14.10432
1.9,59,14.21528
1.6,12,14.243847
1.62,16,14.27151
1.57,9,14.287056
1.66,18,14.319615
1.58,18,14.538912
1.61,13,14.567445
1.56,8,14.580953
1.76,29,14.635344
1.68,20,14.681822
1.67,19,14.740009
1.23,27,14.795224
1.55,15,14.985
1.57,9,15.002036
1.62,14,15.031097
1.59,13,15.079411
1.63,15,15.115956
1.62,16,15.143017
1.58,10,15.160053
1.6,14,15.186072
1.57,11,15.206398
1.55,7,15.221927
1.89,44,15.494109
1.67,19,15.528177
1.67,19,15.566748
1.82,36,15.629966
1.6,12,15.651011
1.53,5,15.663529
1.61,13,15.87211
1.81,36,15.932728
1.54,6,15.943244
1.6,12,15.963865
1.52,4,15.969967
1.68,20,16.004212
1.71,26,16.047967
1.56,8,16.069088
1.62,14,16.241368
1.64,16,16.267465
1.53,9,16.281972
1.57,9,16.298952
1.62,14,16.325981
1.64,16,16.35456
1.59,11,16.37249
1.61,13,16.398029
1.55,7,16.409163
1.59,11,16.427082
1.55,13,16.602275
1.57,9,16.618311
1.48,6,16.628823
1.62,14,16.653934
1.57,9,16.668501
1.63,15,16.693536
1.56,8,16.706559
1.71,23,16.750152
1.59,15,16.777225
1.57,13,16.799387
1.62,14,16.822426
1.52,8,16.986074
1.55,7,16.998264
1.62,14,17.020863
1.0,13,17.041227
0.51,5,17.054749
1.61,13,17.075786
1.78,32,17.130902
0.56,14,17.155944
1.62,14,17.184353
1.59,11,17.352106
1.58,10,17.368139
1.5,6,17.378656
1.02,15,17.410733
1.8,32,17.465898
1.21,24,17.505971
1.64,16,17.533522
1.58,10,17.551552
1.62,14,17.731869
1.58,10,17.749888
1.71,24,17.790315
1.53,5,17.797824
1.61,13,17.820146
1.57,9,17.836683
1.55,7,17.848214
1.63,19,17.882114
1.57,9,17.896915
1.59,13,17.917995
1.59,11,17.938396
1.6,12,18.115793
1.13,16,18.141972
1.54,7,18.155904
1.52,6,18.165908
1.59,13,18.188982
1.62,14,18.212003
1.61,13,18.233606
1.69,21,18.269583
1.6,12,18.290365
1.59,11,18.312901
1.55,8,18.326582
1.64,16,18.514154
1.64,19,18.557275
1.53,5,18.565784
1.6,12,18.585814
1.59,17,18.615861
1.66,18,18.649755
1.52,4,18.65626
1.52,4,18.663272
1.61,13,18.685822
1.96,48,18.93188
1.5,2,18.934393
1.56,12,18.956949
1.51,6,18.966982
1.81,36,19.026974
1.62,14,19.052522
1.58,10,19.077083
1.56,8,19.090603
1.56,12,19.110642
1.68,20,19.299898
1.56,8,19.313066
1.53,5,19.321142
1.57,11,19.339184
1.7,24,19.381873
1.63,15,19.414917
1.56,8,19.42822
1.55,7,19.439238
1.59,11,19.457765
1.56,8,19.471906
1.58,12,19.4915
1.58,10,19.661213
1.67,19,19.693758
1.52,4,19.701808
1.64,16,19.741311
1.62,14,19.764347
1.62,14,19.787896
1.57,9,19.80442
1.67,19,19.84
1.59,11,19.859038
1.62,15,20.040538
1.87,48,20.132851
1.51,11,20.153048
1.0,1,20.155045
1.63,15,20.180707
1.6,12,20.20047
1.64,16,20.227004
1.64,16,20.256055
1.68,20,20.454407
1.6,12,20.474444
1.6,12,20.497999
1.55,7,20.509043
1.65,17,20.538111
1.64,16,20.566659
1.54,6,20.576176
1.59,12,20.598767
1.59,11,20.617348
1.58,10,20.634873
1.69,23,20.838584
1.65,17,20.867668
1.57,10,20.884196
1.6,12,20.906739
1.52,4,20.912751
1.82,44,20.997476
1.62,14,21.020513
1.59,11,21.042078
1.52,4,21.053095
1.57,9,21.228468
1.61,13,21.251507
1.66,20,21.287665
1.63,15,21.312645
