#{"t_start": 1716229727.5432608, "env_id": "CenteringWorld-v1"}
r,l,t
-1.52,308,1.230034
0.34,61,1.320284
1.61,60,1.640107
0.74,71,1.75022
0.48,77,2.077065
1.06,19,2.106591
1.55,120,2.523296
0.92,55,2.834154
1.1,23,2.873186
1.62,14,2.895207
1.75,51,2.974779
1.03,25,3.013371
1.58,19,3.251733
1.66,19,3.281257
1.53,5,3.288259
1.18,36,3.345652
1.54,11,3.362668
1.57,9,3.376175
1.08,12,3.397239
1.63,30,3.657041
1.57,9,3.672255
1.61,20,3.702777
1.52,4,3.708777
1.66,19,3.740313
1.11,23,3.778842
1.65,21,3.812453
1.84,55,4.123346
1.6,34,4.176453
1.97,71,4.514446
1.61,20,4.547046
1.66,27,4.59012
1.55,7,4.601146
1.61,13,4.621646
1.51,3,4.627158
1.78,35,4.683254
1.56,8,4.695331
1.55,7,4.706448
1.53,9,4.937954
1.59,11,4.956988
1.56,8,4.968504
1.68,20,5.003088
1.63,16,5.028631
1.61,13,5.048667
0.95,53,5.136569
1.56,8,5.38094
1.92,48,5.463585
1.1,31,5.513215
1.67,25,5.556613
1.59,11,5.574652
1.57,9,5.589172
1.64,16,5.795678
1.69,37,5.855308
1.59,11,5.873345
1.7,24,5.912421
1.64,16,5.937972
1.61,13,5.960007
1.6,12,5.979029
1.53,9,6.177648
1.67,21,6.211724
1.6,12,6.230291
1.69,21,6.264122
1.6,12,6.284866
1.73,28,6.329948
1.63,15,6.355008
1.63,15,6.536247
1.61,13,6.558283
1.6,16,6.585674
1.71,29,6.635776
1.52,4,6.643295
1.66,18,6.674848
1.52,4,6.682367
1.69,21,6.72093
1.65,21,6.912886
1.85,41,6.986065
1.52,8,6.999095
1.83,37,7.068238
1.67,19,7.101185
1.65,19,7.133255
1.49,7,7.296674
1.82,44,7.370374
1.55,7,7.38409
1.6,12,7.409122
1.64,18,7.4407
1.5,8,7.45423
0.02,9,7.468748
1.67,20,7.504823
1.52,4,7.511341
1.63,15,7.683942
1.73,26,7.734044
1.56,8,7.748564
1.79,32,7.803274
1.5,18,7.834844
0.59,17,7.864905
1.59,11,7.882946
1.55,7,8.050057
1.63,15,8.08515
1.56,8,8.097668
1.68,20,8.132262
1.55,9,8.15336
1.03,12,8.175915
1.58,12,8.196949
1.32,40,8.264668
1.73,25,8.467799
1.5,20,8.50287
1.65,17,8.533218
1.58,10,8.550243
1.7,24,8.592327
1.53,5,8.600833
1.9,45,8.838957
1.64,16,8.871948
1.63,15,8.902622
1.23,31,8.957724
1.8,34,9.015423
1.59,11,9.03793
1.71,23,9.241052
1.93,48,9.325203
1.66,22,9.364785
0.97,28,9.419377
1.6,12,9.43895
1.63,17,9.624159
1.51,3,9.628665
1.71,23,9.668764
0.54,14,9.698318
1.59,11,9.719355
1.57,9,9.764936
1.15,20,9.802532
1.56,8,9.81705
1.55,7,9.83159
1.66,18,9.868136
1.65,17,10.104807
1.79,32,10.170447
1.6,35,10.232091
1.59,11,10.253129
1.66,30,10.313714
1.56,8,10.532154
1.52,4,10.539154
1.7,23,10.581296
1.68,20,10.622372
1.79,32,10.68102
1.51,3,10.68802
1.08,15,10.718392
1.56,12,10.763967
1.85,38,11.0085
1.6,12,11.030021
1.62,14,11.085244
1.61,13,11.107928
1.63,15,11.13599
1.67,19,11.178066
1.71,24,11.219141
1.58,10,11.436441
0.04,18,11.468668
1.62,14,11.500214
1.5,2,11.503623
1.75,27,11.549169
1.68,20,11.585236
1.58,14,11.616383
1.61,15,11.641979
1.69,21,11.869972
1.55,17,11.90109
1.61,13,11.925011
1.55,8,11.942158
0.0,10,11.959186
1.75,27,12.007361
1.59,11,12.025944
1.56,10,12.048494
1.56,10,12.088089
0.06,11,12.107192
1.69,22,12.305324
1.57,9,12.320859
1.67,21,12.358983
1.16,21,12.424659
1.57,9,12.442261
1.64,16,12.469314
1.55,7,12.489871
1.6,13,12.511429
1.56,8,12.525946
1.57,9,12.540978
1.59,11,12.764061
1.63,15,12.791146
1.53,19,12.835384
1.52,12,12.855426
1.6,16,12.88572
1.64,16,12.913274
1.55,7,12.930287
1.7,22,12.968455
1.65,17,13.202689
1.59,11,13.223722
1.74,26,13.274642
1.67,19,13.307311
1.13,16,13.336479
1.52,12,13.363035
1.57,13,13.393571
1.58,10,13.428102
1.69,21,13.64401
1.57,9,13.66104
1.63,15,13.693119
1.55,7,13.707633
1.69,25,13.774756
1.59,11,13.798787
1.55,11,13.817825
1.63,16,13.845868
1.58,14,13.871418
1.53,5,13.87993
1.75,27,14.13989
1.58,10,14.157092
1.89,43,14.24086
1.57,9,14.256175
1.56,8,14.269243
1.6,12,14.29107
1.64,16,14.319111
1.53,5,14.328629
1.9,50,14.609005
1.66,20,14.652944
1.57,9,14.675327
1.64,18,14.70997
1.64,16,14.760106
1.05,12,14.787726
1.53,5,14.797238
1.6,12,14.982008
1.57,9,14.997531
1.55,9,15.018567
1.59,11,15.038111
1.51,3,15.043629
1.54,8,15.082426
1.1,17,15.122487
1.71,25,15.166067
1.54,16,15.195393
1.58,10,15.213424
1.58,13,15.428997
1.51,3,15.435022
1.59,11,15.460557
0.68,26,15.504641
1.61,13,15.528678
1.68,22,15.571768
1.02,11,15.590797
1.64,16,15.618844
1.5,2,15.621962
1.61,13,15.646506
1.53,5,15.655025
1.64,16,15.873124
1.63,15,15.89916
1.05,13,15.920705
1.62,14,15.94326
1.59,15,15.968878
1.61,13,15.990013
1.62,14,16.015386
1.77,29,16.069026
1.58,10,16.236864
1.61,13,16.257899
1.64,16,16.284986
1.54,8,16.298448
1.53,5,16.307967
1.51,3,16.312484
1.6,12,16.337534
1.05,18,16.368088
1.59,13,16.392533
1.64,16,16.420177
1.65,17,16.449109
1.53,5,16.609289
1.54,10,16.627325
1.6,12,16.647867
1.53,17,16.677515
1.6,16,16.704067
1.56,8,16.718586
1.58,10,16.74013
1.58,10,16.756166
1.58,10,16.774208
1.88,41,16.993264
1.57,9,17.008278
1.02,7,17.019873
1.57,17,17.047243
1.55,7,17.064272
1.62,14,17.086804
1.84,41,17.156957
1.62,14,17.187367
1.61,13,17.357119
1.59,11,17.375153
1.69,21,17.417747
1.68,20,17.453281
1.63,15,17.477926
1.66,22,17.514997
1.61,13,17.537536
1.55,7,17.550554
1.76,28,17.755902
1.53,7,17.767955
1.6,14,17.79011
1.65,17,17.818887
1.62,14,17.843709
1.67,21,17.881131
1.63,15,17.905929
1.71,48,18.144986
1.55,9,18.160922
1.64,18,18.192996
1.77,30,18.242138
1.71,39,18.313915
1.58,10,18.330596
1.51,3,18.495132
1.56,8,18.508651
1.67,19,18.550245
1.54,10,18.569798
1.53,5,18.577808
1.6,12,18.599842
1.64,17,18.628912
1.6,13,18.653769
1.55,8,18.667286
