#{"t_start": 1716229727.5377555, "env_id": "CenteringWorld-v1"}
r,l,t
-2.94,384,1.349339
0.44,40,1.637111
1.54,9,1.651616
1.36,158,2.104587
1.03,145,2.568838
1.55,8,2.581347
1.86,67,2.906213
1.04,76,3.023877
1.06,18,3.260237
1.54,7,3.270745
1.67,28,3.315779
1.04,7,3.325792
1.6,24,3.362665
1.65,47,3.43879
1.55,7,3.662547
1.73,33,3.714283
1.59,12,3.735806
1.55,10,3.752823
1.61,14,3.774838
1.6,12,3.793855
1.64,25,3.832983
1.64,16,3.857532
1.54,7,4.090652
1.17,34,4.147392
1.58,10,4.162918
0.99,11,4.179958
1.57,12,4.200991
1.82,39,4.263619
1.6,20,4.294174
1.59,11,4.536491
1.68,23,4.573589
1.54,7,4.584106
1.78,87,4.723463
1.64,22,4.976522
1.55,7,4.988045
1.72,24,5.027625
1.78,34,5.083733
1.52,6,5.094089
1.18,27,5.137069
1.37,82,5.504687
1.66,22,5.541261
1.6,12,5.564119
1.61,13,5.584158
1.56,8,5.775457
1.58,10,5.794665
1.56,8,5.806695
1.57,9,5.821224
1.06,13,5.843778
1.69,22,5.87885
1.63,17,5.906395
1.12,20,5.938477
1.83,41,6.188668
1.54,6,6.198189
1.57,9,6.213708
1.66,22,6.248686
1.09,14,6.270627
1.67,19,6.302888
1.01,6,6.312405
1.52,4,6.318924
1.1,15,6.344457
1.6,12,6.364513
1.58,10,6.53574
1.66,18,6.567147
1.61,13,6.58918
1.58,10,6.605697
1.83,41,6.678354
1.59,11,6.697383
0.09,18,6.734465
1.59,14,6.761538
1.73,26,6.956982
1.69,34,7.01664
1.53,5,7.02564
1.76,29,7.079917
1.75,28,7.12873
1.04,7,7.14076
1.55,11,7.311693
1.62,14,7.334162
1.62,16,7.360828
1.51,3,7.365828
1.58,16,7.399112
1.59,12,7.421146
1.61,13,7.442699
1.02,7,7.454217
1.59,11,7.473253
1.54,6,7.483772
1.68,20,7.666401
1.44,26,7.709484
1.52,4,7.718001
1.76,29,7.773106
1.6,12,7.794144
1.72,24,7.835839
1.52,4,7.84235
1.54,18,7.87341
1.54,8,7.887451
1.57,11,8.064572
1.7,26,8.113696
1.8,32,8.176415
1.51,3,8.181421
1.08,19,8.213972
1.52,6,8.22449
1.58,10,8.241038
1.64,16,8.269174
1.64,18,8.459785
1.61,13,8.482822
1.56,12,8.502857
1.6,13,8.526406
1.61,15,8.552243
1.58,10,8.56928
1.63,18,8.600833
1.59,15,8.628387
1.59,11,8.646929
1.67,21,8.841466
1.57,9,8.858669
1.22,27,8.914127
1.63,16,8.942195
1.06,11,8.963229
1.82,34,9.020929
1.57,15,9.051492
1.63,16,9.241523
1.57,9,9.258078
1.06,11,9.2761
1.58,19,9.31067
1.5,2,9.31467
1.78,31,9.36829
1.58,12,9.388326
1.87,46,9.629664
1.66,18,9.659752
1.67,19,9.697823
1.61,13,9.72286
1.5,6,9.762924
1.85,37,9.831074
1.56,8,9.852604
1.75,28,10.108312
1.51,3,10.114313
1.62,17,10.146406
1.57,9,10.161929
1.01,12,10.189483
1.6,16,10.218038
1.63,15,10.246101
1.75,27,10.300729
1.85,52,10.599326
1.6,12,10.625873
1.73,26,10.672497
1.65,18,10.707681
1.6,12,10.756947
1.52,12,10.77799
1.53,5,10.787503
1.54,6,10.799027
1.6,12,10.995475
1.63,15,11.023514
1.59,11,11.042531
1.64,18,11.105428
1.56,16,11.133974
1.58,14,11.164532
1.68,22,11.206121
1.61,13,11.228165
1.62,18,11.460655
1.6,12,11.481692
1.72,56,11.585708
1.69,21,11.628396
1.61,13,11.650484
1.72,29,11.892574
1.53,5,11.903089
1.49,11,11.922009
1.59,11,11.945624
1.73,25,11.988808
1.54,6,11.998828
1.6,13,12.022373
1.58,10,12.039488
1.57,9,12.080536
1.59,11,12.102653
1.64,16,12.290707
1.63,15,12.315828
1.57,15,12.343396
1.02,7,12.355421
1.63,15,12.388642
1.08,15,12.437692
1.57,9,12.454766
1.51,3,12.459787
1.64,16,12.495376
1.75,28,12.542975
1.62,14,12.771566
1.57,9,12.788139
1.63,15,12.824682
1.65,17,12.854411
1.64,16,12.88275
1.83,39,12.956439
1.77,29,13.212195
1.57,11,13.233228
1.74,27,13.284147
1.55,7,13.297688
1.85,37,13.36854
1.51,9,13.384055
1.58,10,13.425601
1.57,9,13.442125
1.58,12,13.641996
1.08,11,13.663033
1.64,16,13.696625
1.0,1,13.697625
1.73,27,13.770744
1.69,21,13.813811
1.67,19,13.84536
1.02,5,13.854373
1.58,10,13.87341
1.58,10,13.890448
1.55,9,14.111839
1.58,13,14.140892
1.53,5,14.1504
1.73,25,14.192747
1.7,22,14.236346
1.69,22,14.27803
1.15,20,14.314098
1.72,24,14.543924
1.54,6,14.555432
1.84,38,14.626546
1.6,14,14.66045
1.88,40,14.762612
1.51,3,14.767699
1.61,13,14.796743
1.6,12,14.982002
1.65,17,15.015555
1.63,20,15.052134
1.53,5,15.082677
1.51,3,15.093931
1.68,20,15.136505
1.65,17,15.166567
1.56,8,15.180085
1.54,6,15.190592
1.71,23,15.239471
1.55,7,15.438015
1.05,8,15.458557
1.51,3,15.464558
1.25,28,15.511146
1.55,7,15.525665
1.58,10,15.543208
1.58,10,15.565748
1.61,13,15.587797
1.61,13,15.609832
1.51,3,15.615338
1.58,10,15.632467
1.9,49,15.909183
1.53,5,15.917702
1.78,39,15.982486
1.63,15,16.008732
1.6,12,16.029407
1.6,12,16.048967
1.53,5,16.057487
1.56,8,16.078608
1.64,16,16.253887
1.68,20,16.286492
1.08,11,16.306466
1.97,58,16.412549
1.58,12,16.432093
1.61,13,16.454615
1.6,12,16.62783
1.58,10,16.643854
1.64,20,16.68002
1.64,16,16.706567
1.61,17,16.740628
1.63,15,16.765675
1.61,13,16.788743
1.61,17,16.816425
1.59,11,16.984522
1.68,20,17.018875
1.33,41,17.090309
1.6,12,17.111353
1.6,12,17.131392
1.13,24,17.176383
1.66,20,17.360624
1.66,18,17.391175
1.57,9,17.413735
1.65,17,17.443801
1.57,15,17.46791
1.56,8,17.481431
1.6,12,17.500467
1.54,6,17.511984
1.54,14,17.535526
1.81,33,17.749896
1.53,5,17.759408
1.55,7,17.77146
1.53,5,17.779558
1.26,33,17.836173
1.56,10,17.852214
1.67,21,17.889633
1.61,17,17.917471
1.59,11,17.935515
1.66,18,18.125312
1.22,25,18.168429
1.53,5,18.176853
1.74,26,18.221522
1.69,21,18.255641
1.55,7,18.267584
1.72,27,18.31842
1.55,7,18.330593
1.66,18,18.520673
1.8,33,18.588828
1.93,45,18.668792
1.61,13,18.691833
