#{"t_start": 1716229727.5357547, "env_id": "CenteringWorld-v1"}
r,l,t
-0.14,26,0.296579
1.29,47,0.370706
-0.26,234,1.235037
1.48,40,1.295096
1.57,114,1.696651
0.46,48,1.772239
1.57,48,2.053046
1.53,7,2.065553
1.05,19,2.09308
1.61,29,2.13813
1.5,9,2.156643
1.54,16,2.189251
1.65,28,2.454231
1.41,142,2.900709
1.49,22,2.935743
1.72,41,2.99886
1.6,20,3.030963
1.57,9,3.25373
0.59,15,3.275746
1.54,13,3.295765
1.05,10,3.31278
1.67,22,3.345813
1.58,10,3.361665
1.55,12,3.380682
1.73,30,3.429775
1.62,23,3.678759
1.56,8,3.692268
1.53,13,3.712283
1.08,12,3.732807
1.6,12,3.750824
1.55,12,3.771839
1.06,10,3.787852
1.57,10,3.80437
1.83,71,4.139882
0.56,10,4.155398
1.53,5,4.163919
1.64,21,4.19798
1.63,28,4.243565
1.77,78,4.590624
1.7,22,4.625698
1.11,14,4.648694
1.57,11,4.666219
1.71,26,4.707837
1.59,11,4.724462
1.6,12,4.961494
1.58,14,4.985526
1.55,8,4.998557
1.78,48,5.078726
1.6,12,5.097593
1.55,11,5.116023
1.58,10,5.130045
1.63,18,5.395442
1.55,9,5.411478
1.52,6,5.420994
1.68,37,5.479604
1.62,16,5.504687
1.6,12,5.525722
1.59,11,5.543262
1.58,19,5.576638
1.18,23,5.794666
1.61,17,5.821225
1.59,11,5.838781
1.52,4,5.846778
1.55,7,5.857801
1.51,7,5.869327
1.58,10,5.885851
1.18,38,5.946478
1.77,31,6.181154
0.49,37,6.241179
1.74,28,6.286854
1.7,28,6.332947
1.65,19,6.364515
1.01,6,6.374547
1.57,9,6.545753
1.7,25,6.58766
1.63,15,6.612218
1.57,9,6.629246
1.59,11,6.648795
1.54,6,6.659312
1.58,10,6.677837
1.04,35,6.744499
1.61,14,6.920392
1.68,21,6.95747
1.62,15,6.98454
1.56,10,7.001601
1.71,23,7.041198
1.67,20,7.079918
1.55,7,7.093432
1.63,17,7.122212
1.74,28,7.322148
1.59,11,7.339672
1.62,16,7.365829
1.62,14,7.391596
1.6,12,7.416629
1.54,6,7.427651
1.67,19,7.459736
1.54,6,7.470254
1.65,17,7.499807
1.85,40,7.716485
1.52,4,7.724001
1.57,9,7.743551
0.97,12,7.765589
1.79,31,7.81778
1.68,21,7.853858
1.58,10,7.872411
1.64,16,8.053057
1.59,11,8.079147
1.68,20,8.115696
1.0,1,8.116696
1.12,19,8.152843
1.71,24,8.199449
1.69,21,8.234515
1.8,34,8.453268
1.81,33,8.510376
1.57,9,8.5274
1.81,33,8.582799
1.21,24,8.62587
1.74,33,8.841461
1.62,14,8.868948
1.58,10,8.894519
1.55,7,8.906611
1.54,7,8.917633
1.64,17,8.947701
1.6,13,8.971748
1.71,23,9.010417
1.56,10,9.027436
1.59,11,9.051493
1.79,34,9.273596
1.56,8,9.286118
1.59,11,9.307659
1.54,7,9.319184
1.55,7,9.331709
1.64,16,9.357766
1.61,13,9.381806
1.54,6,9.392327
1.09,18,9.429401
1.59,11,9.447968
1.56,10,9.621148
1.62,14,9.644717
1.68,20,9.680789
1.61,14,9.709337
1.56,10,9.747393
1.54,10,9.776443
1.58,10,9.793475
1.59,11,9.815038
1.6,12,9.838091
1.58,14,9.868636
1.71,23,10.116314
1.74,29,10.175447
1.56,8,10.189477
1.6,12,10.211521
1.57,9,10.227545
1.2,29,10.286691
1.52,4,10.294211
1.71,24,10.54066
1.6,12,10.562696
1.76,28,10.618358
1.74,26,10.664979
1.52,4,10.672498
1.46,8,10.687521
