#{"t_start": 1716105985.1802049, "env_id": "CenteringWorld-v0"}
r,l,t
0.83,33,0.311171
-2.19,369,0.995427
-7.14,1122,2.93768
-1.17,346,3.513245
-15.83,2127,7.083686
-0.79,218,7.471733
-2.21,302,8.011296
-25.95,3495,15.100167
-2.5,438,15.98478
-3.83,437,16.875388
-0.28,81,17.034078
-2.97,604,18.255865
0.16,131,18.511893
1.38,22,18.552401
-6.44,441,19.470014
-6.71,1026,21.560311
-1.03,309,22.202383
-9.64,1321,24.898205
1.53,11,24.919208
-4.39,565,26.048347
0.22,126,26.294371
-19.95,2766,192.835571
-0.52,304,193.461011
1.48,6,193.47201
0.75,65,193.604212
-16.03,2133,197.995114
-24.57,3063,204.283896
-7.52,1213,206.850459
-4.4,437,207.71506
0.26,302,208.343433
-12.62,1594,211.663433
-2.89,386,212.457431
-1.84,416,213.31367
-2.25,332,213.975162
-0.33,128,214.265792
-1.28,316,214.896246
1.18,57,215.008773
-6.44,756,216.588136
1.44,25,216.64114
0.77,148,216.932239
-3.1,594,218.144963
0.72,93,218.329989
1.18,82,218.537551
-2.16,172,218.875165
-0.34,121,219.112192
-6.13,702,220.572184
1.24,52,220.666209
-0.22,212,221.086794
0.89,107,221.297342
0.89,43,221.38238
0.29,191,221.808548
0.03,176,222.156691
-5.54,717,223.653797
-5.11,295,423.824706
1.09,97,424.015731
1.32,24,424.075731
1.53,14,424.101243
0.3,205,424.553297
-0.12,177,424.907347
-9.37,504,425.937477
-1.59,476,426.907624
-1.02,386,427.712724
-0.96,317,428.327799
-3.33,517,429.377886
-1.22,140,429.687424
-1.72,302,430.274497
-0.27,204,430.702058
-0.63,112,430.922085
1.17,73,431.060598
-0.59,346,431.763186
-3.61,530,432.841826
-1.24,372,433.573414
0.46,140,433.890954
-2.02,383,434.64505
0.7,95,434.880082
-0.44,416,435.70691
-0.89,162,436.065449
0.09,96,436.256474
-2.23,475,437.227606
-0.33,170,437.558144
-0.32,297,438.164218
-0.81,166,438.49076
0.51,115,438.714293
0.59,161,439.057831
1.45,36,439.129342
-0.98,141,439.41988
1.49,3,439.42488
-2.57,313,440.059093
1.23,70,440.200119
1.51,48,440.294631
-3.28,630,441.564716
-1.81,224,442.030278
0.31,179,442.39869
0.66,56,442.507202
1.18,81,442.660713
0.49,22,442.709226
1.06,115,442.938249
0.3,241,443.45681
-2.04,534,444.562441
0.53,153,444.861979
1.23,67,444.989496
-0.0,107,445.232026
-3.33,703,446.647125
-3.0,484,447.637559
0.24,60,447.753855
1.33,28,447.811881
-4.54,490,448.803
-0.92,177,449.145057
0.79,133,449.432596
1.2,59,449.547107
-0.39,269,450.075672
0.84,51,450.180184
0.34,92,450.40072
0.57,175,450.748256
0.87,41,450.827768
-0.87,284,451.425401
1.44,21,451.471401
0.46,145,451.747955
-4.97,690,453.127126
-2.83,202,453.548173
1.11,117,453.7822
-0.19,72,453.924223
1.52,20,453.962223
0.65,106,454.167247
0.96,21,454.206759
-1.32,418,654.287958
-0.95,245,654.828031
0.99,29,654.889031
-9.93,1134,657.208814
1.6,17,657.241849
-1.38,370,658.028949
-3.04,163,658.355487
1.12,79,658.515003
0.83,56,658.62402
0.79,64,658.748538
-0.74,307,659.387611
0.5,6,659.398611
0.47,11,659.419615
-0.24,297,660.008685
0.03,285,660.606759
0.14,190,660.981808
-0.47,103,661.215836
0.09,171,661.550881
-4.63,489,662.562004
1.52,26,662.616008
0.21,88,662.783028
-1.9,208,663.230593
0.03,281,663.810161
0.63,101,664.020185
1.27,33,664.080693
1.19,91,664.299718
-2.38,293,664.88279
0.62,136,665.161329
-0.07,146,665.500865
0.3,223,665.944427
1.04,98,666.155452
1.53,9,666.172452
-0.02,92,666.360476
-0.17,84,666.5595
-1.77,218,666.993986
1.03,124,667.247926
-2.7,400,668.093251
-2.45,439,668.993866
0.1,287,669.564488
0.62,87,669.771513
-1.12,104,669.984538
0.9,36,670.054049
0.36,123,670.308074
0.53,72,670.448098
-3.89,161,670.797147
0.85,181,671.158705
0.78,73,671.318222
-0.53,223,671.793788
0.7,175,672.156838
-2.64,370,672.926113
-0.68,358,673.645277
0.55,72,673.786789
-0.6,232,674.299006
-1.8,268,674.844079
1.5,2,674.848079
-0.07,99,675.076107
-1.39,342,675.774252
-7.85,601,676.991826
-4.83,835,678.697546
-5.17,898,680.527927
-2.36,583,681.700941
1.23,56,681.809455
0.32,110,682.023333
-3.5,444,682.917375
-9.08,429,683.790827
-0.62,101,683.990711
1.21,73,684.138952
-3.95,172,684.504219
-1.97,156,684.807662
1.03,95,684.98816
-0.29,206,685.421256
0.79,114,685.650205
1.32,78,685.805533
0.19,207,686.207945
1.34,73,686.388975
