#{"t_start": 1716406427.1859937, "env_id": "CenteringWorld-v0"}
r,l,t
-221.0,646,2.502043
36.0,38,2.564543
25.0,44,2.631139
39.0,42,2.863452
21.0,11,2.879078
25.0,13,2.901668
69.0,74,3.012431
18.0,23,3.059332
0.0,38,3.287521
23.0,17,3.322561
50.0,41,3.381171
34.0,57,3.661344
23.0,29,3.697891
66.0,55,3.800102
26.0,26,4.023885
44.0,40,4.096079
27.0,14,4.109274
26.0,13,4.140546
20.0,7,4.140546
19.0,6,4.156171
30.0,17,4.193484
19.0,10,4.20412
50.0,39,4.440563
43.0,31,4.513619
35.0,26,4.552993
28.0,17,4.568618
44.0,31,4.635431
26.0,15,4.829093
32.0,20,4.867621
26.0,14,4.88327
28.0,18,4.91452
27.0,16,4.949522
22.0,15,4.963463
50.0,41,5.18531
28.0,15,5.216588
37.0,24,5.263457
34.0,24,5.312473
39.0,27,5.375513
24.0,11,5.392278
26.0,13,5.405115
25.0,12,5.583339
23.0,10,5.614593
23.0,10,5.621771
26.0,13,5.637414
32.0,65,5.748891
29.0,16,5.780142
42.0,29,5.988462
25.0,12,6.004088
39.0,26,6.054126
70.0,57,6.150932
37.0,28,6.362463
18.0,5,6.378115
32.0,24,6.409365
20.0,14,6.424989
27.0,15,6.465589
20.0,7,6.467589
44.0,35,6.530115
60.0,49,6.766782
23.0,23,6.805216
29.0,20,6.836486
20.0,9,6.852111
45.0,33,6.901049
21.0,8,7.082377
32.0,23,7.112609
19.0,12,7.143885
24.0,11,7.15951
33.0,21,7.19076
34.0,21,7.225129
14.0,11,7.256406
26.0,13,7.272031
22.0,10,7.287656
31.0,30,7.51187
31.0,20,7.542749
36.0,24,7.589649
44.0,34,7.652272
54.0,43,7.871938
16.0,3,7.887585
26.0,19,7.918834
39.0,26,7.971566
33.0,21,8.003282
22.0,9,8.018907
29.0,17,8.056805
18.0,6,8.056805
22.0,14,8.240723
21.0,8,8.256348
32.0,19,8.287599
28.0,21,8.33756
39.0,37,8.40006
32.0,19,8.438589
28.0,29,8.63767
26.0,13,8.668946
28.0,17,8.700195
20.0,21,8.755905
41.0,30,8.817278
27.0,14,8.853074
34.0,22,8.897955
21.0,8,9.112955
49.0,42,9.203002
40.0,27,9.473116
35.0,22,9.510741
41.0,28,9.563336
39.0,35,9.802956
21.0,8,9.818581
32.0,21,9.865456
57.0,46,9.95083
24.0,11,9.966456
36.0,23,10.216577
14.0,3,10.222044
30.0,21,10.257196
23.0,10,10.275416
23.0,10,10.292823
26.0,13,10.314568
68.0,58,10.602328
30.0,17,10.630087
31.0,20,10.661491
20.0,7,10.674945
40.0,32,10.727916
30.0,21,10.761445
43.0,34,10.99764
22.0,21,11.032293
39.0,27,11.07792
11.0,14,11.102204
28.0,15,11.12804
28.0,17,11.157367
32.0,19,11.190532
46.0,33,11.42462
23.0,15,11.451263
30.0,17,11.481292
32.0,37,11.54808
21.0,8,11.562603
21.0,18,11.593876
22.0,11,11.774241
36.0,23,11.816082
41.0,28,11.866735
21.0,10,11.883983
21.0,8,11.896959
32.0,19,11.93485
47.0,37,11.999121
26.0,13,12.184506
41.0,52,12.277184
28.0,15,12.303297
33.0,20,12.339072
34.0,21,12.377287
34.0,21,12.585668
73.0,67,12.704739
19.0,6,12.715694
24.0,11,12.736481
18.0,5,12.745095
28.0,15,12.773037
23.0,11,12.792251
26.0,15,12.988057
27.0,18,13.019844
29.0,18,13.053138
45.0,44,13.13387
23.0,10,13.151609
30.0,17,13.185175
63.0,52,13.447069
25.0,13,13.471444
29.0,16,13.502289
33.0,20,13.53875
36.0,36,13.767825
16.0,3,13.773047
29.0,16,13.806448
65.0,56,14.023755
29.0,16,14.068098
31.0,18,14.108975
26.0,13,14.139921
37.0,24,14.394086
51.0,44,14.489926
30.0,17,14.532649
32.0,19,14.569152
24.0,11,14.591974
32.0,21,14.810068
31.0,24,14.851566
45.0,32,14.90272
25.0,14,14.940689
33.0,20,14.977956
35.0,22,15.014123
27.0,14,15.209057
27.0,14,15.234769
29.0,16,15.268415
25.0,12,15.292288
35.0,22,15.333888
29.0,16,15.360168
23.0,18,15.389724
27.0,17,15.418335
23.0,11,15.439087
23.0,10,15.606814
18.0,5,15.615399
28.0,15,15.642218
41.0,28,15.688945
31.0,18,15.718353
33.0,22,15.755439
27.0,14,15.779811
24.0,11,15.79744
30.0,17,15.981822
84.0,75,16.104706
24.0,11,16.123782
72.0,61,16.381617
22.0,9,16.397042
57.0,49,16.480243
40.0,32,16.538507
13.0,8,16.709608
49.0,36,16.769858
29.0,16,16.798077
34.0,21,16.833901
39.0,30,16.883916
23.0,10,16.900723
40.0,27,17.098955
102.0,90,17.252245
27.0,14,17.276026
26.0,14,17.465511
24.0,13,17.487502
23.0,21,17.526328
26.0,19,17.558621
36.0,24,17.599391
37.0,35,17.659383
43.0,31,17.868899
43.0,30,17.920035
35.0,22,17.957521
19.0,20,17.990768
30.0,18,18.022162
37.0,24,18.221803
53.0,40,18.290947
26.0,13,18.314915
41.0,30,18.374558
32.0,19,18.409639
35.0,24,18.621937
73.0,60,18.732513
34.0,21,18.774899
38.0,25,18.820001
21.0,8,18.834722
62.0,50,19.096071
16.0,3,19.101386
27.0,17,19.13064
33.0,20,19.16804
39.0,26,19.216021
27.0,14,19.240891
27.0,14,19.443195
65.0,65,19.560837
66.0,54,19.660791
39.0,28,19.883699
30.0,17,19.91748
30.0,17,19.946687
24.0,11,19.965949
23.0,10,19.983667
24.0,11,20.00361
36.0,23,20.048406
34.0,21,20.26507
15.0,2,20.268057
19.0,6,20.278612
30.0,19,20.313983
36.0,23,20.359698
25.0,12,20.381639
18.0,11,20.402373
46.0,33,20.463871
59.0,49,20.720144
45.0,32,20.779994
28.0,15,20.807771
17.0,4,20.814976
27.0,14,20.844295
40.0,28,20.894232
39.0,26,21.112797
23.0,10,21.131732
19.0,7,21.148582
65.0,54,21.251022
43.0,32,21.307577
23.0,18,21.513278
19.0,10,21.530544
29.0,16,21.56405
51.0,40,21.634695
19.0,6,21.647242
41.0,28,21.701416
22.0,23,21.914137
32.0,19,21.949259
59.0,48,22.038967
31.0,18,22.076448
28.0,16,22.104944
30.0,17,22.305001
22.0,9,22.321256
28.0,15,22.349269
23.0,10,22.368004
28.0,15,22.397192
28.0,15,22.424399
36.0,23,22.465966
38.0,25,22.513968
67.0,59,22.792552
26.0,13,22.820162
18.0,5,22.828539
25.0,12,22.850351
58.0,49,22.943201
46.0,34,23.174231
24.0,11,23.195202
31.0,18,23.236243
22.0,13,23.260902
47.0,34,23.327625
62.0,49,23.590031
71.0,61,23.705577
24.0,12,23.731792
39.0,26,23.778548
27.0,16,23.9847
26.0,13,24.009254
23.0,10,24.026469
33.0,23,24.072432
72.0,67,24.194575
23.0,10,24.406064
69.0,56,24.50552
61.0,51,24.586953
21.0,11,24.605107
25.0,12,24.778469
31.0,18,24.806782
38.0,25,24.847634
38.0,25,24.888741
23.0,10,24.905125
39.0,26,24.947866
36.0,26,25.145149
32.0,27,25.189453
20.0,7,25.200967
28.0,15,25.224339
35.0,27,25.272343
23.0,14,25.29682
35.0,22,25.334448
80.0,70,25.620328
44.0,32,25.670477
24.0,11,25.688644
41.0,30,25.924528
43.0,31,25.976224
28.0,15,25.999592
76.0,68,26.110505
26.0,13,26.296696
39.0,26,26.341227
54.0,41,26.411095
15.0,2,26.414039
22.0,9,26.42862
34.0,23,26.467378
46.0,33,26.691041
21.0,8,26.703667
24.0,11,26.722471
39.0,26,26.764091
13.0,6,26.77359
33.0,20,26.80471
28.0,15,26.830035
28.0,15,26.853927
40.0,35,27.078663
48.0,35,27.138211
58.0,45,27.209505
23.0,14,27.230747
15.0,14,27.438454
27.0,14,27.455191
34.0,24,27.517738
39.0,26,27.580238
30.0,23,27.611486
24.0,11,27.642735
31.0,18,27.673986
56.0,45,27.923985
26.0,13,27.955235
26.0,15,27.986485
30.0,17,28.017735
45.0,32,28.064611
69.0,56,28.314999
37.0,24,28.361874
38.0,25,28.40875
30.0,21,28.455625
27.0,14,28.486874
32.0,19,28.674374
18.0,25,28.72125
41.0,28,28.78375
47.0,34,28.830624
21.0,12,28.861873
7.0,10,28.877499
56.0,44,29.111875
32.0,19,29.143125
26.0,13,29.174375
32.0,19,29.205625
17.0,8,29.221249
28.0,25,29.268125
22.0,9,29.440388
40.0,29,29.502889
42.0,30,29.549764
21.0,8,29.565388
21.0,8,29.581016
37.0,26,29.627889
31.0,18,29.659139
61.0,48,29.956016
24.0,11,29.987265
40.0,28,30.06539
18.0,9,30.081015
31.0,18,30.127889
29.0,20,30.377889
24.0,11,30.409139
34.0,21,30.456015
51.0,38,30.565389
43.0,30,30.612264
30.0,17,30.643514
59.0,57,30.893514
52.0,39,30.971639
28.0,15,31.00289
34.0,21,31.034139
57.0,46,31.284141
32.0,19,31.31539
76.0,64,31.456014
29.0,16,31.674768
56.0,43,31.752889
22.0,9,31.784138
37.0,24,31.831016
24.0,15,31.862264
24.0,11,31.877889
22.0,17,32.081015
23.0,16,32.112264
36.0,27,32.174765
31.0,18,32.206015
52.0,39,32.28414
39.0,26,32.52968
36.0,24,32.588522
23.0,10,32.604198
39.0,26,32.657765
20.0,7,32.672893
34.0,21,32.704175
18.0,13,32.742144
26.0,13,32.764697
36.0,23,32.992806
24.0,13,33.024058
41.0,28,33.09319
26.0,17,33.124439
26.0,13,33.153097
18.0,5,33.155605
29.0,17,33.205227
61.0,51,33.455172
31.0,18,33.493604
35.0,22,33.523781
59.0,52,33.620694
35.0,22,33.817644
43.0,31,33.880157
27.0,20,33.93103
35.0,22,33.958315
23.0,10,33.97394
15.0,2,33.989564
46.0,33,34.202123
54.0,41,34.264522
20.0,7,34.280183
15.0,2,34.280183
38.0,38,34.361406
46.0,33,34.412346
26.0,13,34.597739
28.0,15,34.613379
35.0,22,34.665759
35.0,26,34.708368
25.0,12,34.723994
30.0,17,34.755243
27.0,14,34.792316
34.0,26,34.978184
33.0,20,35.041528
53.0,41,35.105161
25.0,12,35.120803
41.0,28,35.18237
25.0,12,35.197994
37.0,24,35.391622
21.0,9,35.407247
34.0,21,35.456241
30.0,17,35.477132
32.0,19,35.508433
42.0,29,35.574894
33.0,24,35.772817
21.0,8,35.781221
26.0,13,35.796877
27.0,14,35.828127
38.0,25,35.880039
24.0,11,35.892815
54.0,41,35.970941
34.0,21,36.160231
18.0,5,36.160231
68.0,57,36.269808
24.0,11,36.301058
17.0,4,36.301058
35.0,23,36.35439
31.0,18,36.573553
66.0,53,36.68652
25.0,18,36.709241
38.0,25,36.772906
26.0,13,36.788571
44.0,32,37.101375
21.0,8,37.118118
25.0,16,37.159762
32.0,19,37.218248
57.0,44,37.431386
29.0,16,37.463471
30.0,17,37.660628
28.0,15,37.691877
51.0,38,37.769804
24.0,11,37.785428
23.0,10,37.801054
22.0,9,37.837576
58.0,45,38.09274
29.0,16,38.124023
23.0,18,38.155643
59.0,48,38.267915
58.0,45,38.541891
11.0,20,38.599224
25.0,24,38.655034
39.0,26,38.738885
25.0,12,38.768943
28.0,15,38.826397
40.0,27,39.076517
39.0,26,39.130632
32.0,21,39.176482
39.0,26,39.222199
26.0,13,39.248245
25.0,12,39.283328
31.0,18,39.32198
24.0,11,39.506519
26.0,13,39.537767
29.0,18,39.559543
35.0,24,39.624249
33.0,20,39.664407
29.0,16,39.689664
47.0,35,39.896116
22.0,9,39.911742
19.0,6,39.937269
33.0,20,39.968837
23.0,12,39.984482
51.0,41,40.072235
47.0,34,40.117858
24.0,11,40.318055
43.0,30,40.391217
29.0,16,40.408886
34.0,21,40.447168
54.0,41,40.525272
20.0,29,40.729509
49.0,38,40.805184
24.0,11,40.8304
20.0,7,40.839784
48.0,36,40.906206
19.0,6,40.918207
23.0,14,41.111697
27.0,14,41.1585
17.0,4,41.164283
21.0,8,41.164283
28.0,15,41.195551
42.0,29,41.264816
24.0,11,41.285064
25.0,12,41.301371
29.0,16,41.338988
26.0,14,41.368167
49.0,38,41.626565
27.0,14,41.659959
37.0,25,41.713806
46.0,34,41.787654
40.0,27,42.023579
16.0,3,42.029356
32.0,19,42.062636
30.0,17,42.093885
27.0,14,42.118674
31.0,18,42.149308
49.0,44,42.245139
20.0,9,42.473686
27.0,14,42.505017
39.0,26,42.559026
36.0,23,42.622228
31.0,18,42.663135
34.0,21,42.700149
32.0,19,42.750675
47.0,34,43.004479
87.0,74,43.179886
31.0,18,43.216409
47.0,34,43.464654
49.0,36,43.532451
29.0,16,43.562774
68.0,55,43.824638
41.0,29,43.883645
22.0,9,43.899269
27.0,14,43.93052
