#{"t_start": 1716233740.1261826, "env_id": "CenteringWorld-v0"}
r,l,t
-38.06,4607,8.005049
-19.1,2538,12.864228
-3.25,640,14.153186
-5.34,896,15.905072
-7.31,1184,18.238022
-5.09,792,19.807142
-4.15,740,21.321899
-3.17,605,22.499569
-0.78,359,23.209285
-1.43,347,23.870405
-8.19,1241,26.329579
-14.77,1987,228.014002
0.34,222,228.454319
-11.88,1275,231.195702
1.07,90,231.377096
-5.64,924,233.289236
1.31,40,233.365101
-0.84,325,234.064359
0.37,30,234.13089
-9.9,955,236.013137
0.97,101,236.214121
1.13,60,236.341226
-4.04,650,237.758563
-0.18,280,238.406071
-0.3,292,239.060081
-11.11,1158,241.71879
-0.67,271,242.225886
0.66,193,242.575853
1.38,32,242.641611
-0.01,157,242.925215
0.7,176,243.312821
-7.95,1109,245.676011
0.78,143,245.976011
-2.86,613,247.403092
-2.43,359,248.165235
-2.38,548,249.360472
-1.82,496,250.526024
-1.09,263,251.141639
-4.16,774,252.835852
-2.87,610,253.915692
-1.34,238,254.322632
0.07,189,254.639667
-0.82,240,255.030268
-3.75,402,255.701105
-1.07,203,256.054286
0.11,154,256.315834
0.81,72,256.459594
1.06,150,256.726683
-7.38,407,257.462957
-1.88,81,257.621146
0.94,126,257.836614
-1.24,266,258.322101
-3.68,448,259.172585
0.01,153,259.483778
0.89,142,454.442663
0.93,110,454.663049
-9.96,1134,456.957277
-1.9,228,457.438471
-6.43,851,459.502845
-5.53,810,461.053883
-2.75,412,461.806372
-6.41,629,462.998903
-4.45,399,463.807055
0.5,186,464.199861
0.36,164,464.706074
-2.27,390,465.550964
-0.19,204,465.962544
-1.5,297,466.587577
-1.18,148,466.89078
1.18,97,467.0979
0.52,97,467.263444
0.34,157,467.562506
0.49,172,467.916874
-5.22,536,468.998868
-1.54,302,469.603082
-0.08,185,469.944141
0.66,93,470.133594
0.26,155,470.487502
0.86,104,470.70858
-1.46,330,471.358676
0.55,119,471.586428
1.35,47,471.671816
1.27,111,471.879142
0.51,223,472.298249
1.51,33,472.355794
-5.33,488,473.34124
-3.42,238,473.846103
0.76,117,474.076173
-1.14,238,474.576152
1.1,105,474.793402
-1.91,201,475.351267
-0.26,286,476.036848
-0.75,297,476.665988
0.95,141,476.971223
-0.74,108,477.186657
-6.31,730,478.674893
1.44,47,478.759582
1.08,91,478.933563
1.48,65,479.049112
1.38,64,479.177178
1.43,52,479.275792
-3.0,367,479.938762
0.79,71,480.074896
0.49,148,480.339053
-0.8,144,480.600523
-1.72,397,481.340297
-0.09,181,481.686764
-0.1,218,482.08252
0.75,156,482.358989
0.49,136,482.638883
0.86,99,482.850956
0.92,134,483.111829
-2.95,188,483.529526
0.84,58,483.640006
1.26,124,483.892079
-0.8,275,484.422355
-1.44,364,485.162267
0.57,94,485.359132
-0.4,76,485.501901
0.74,99,485.734197
0.15,120,485.98035
0.74,168,676.590618
1.47,39,676.670183
1.02,92,676.85582
-3.66,509,678.106055
-2.4,309,678.708781
0.73,80,678.847762
1.19,66,678.964422
0.22,166,679.252009
-0.78,211,679.60105
0.39,98,679.766223
-2.73,270,680.224277
1.43,53,680.303219
0.73,111,680.499436
-1.36,264,680.949688
-0.7,179,681.26473
1.25,80,681.418572
-0.04,207,681.795944
-1.74,203,682.136131
0.17,87,682.289735
-0.9,127,682.51024
1.45,26,682.541636
0.81,171,682.852808
0.97,68,682.964341
1.02,98,683.139863
1.07,113,683.331048
1.47,114,683.579009
0.37,182,683.923927
0.27,114,684.136716
-2.44,229,684.618729
1.27,47,684.708687
-0.47,193,685.064505
-1.04,329,685.705518
0.79,134,685.962349
-0.34,98,686.145039
1.12,116,686.357096
-0.82,65,686.477069
1.42,26,686.561289
-1.72,243,687.01872
-1.05,215,687.400604
-0.27,191,687.802959
0.66,106,687.995169
-0.22,132,688.255174
1.34,81,688.396313
1.46,26,688.453773
0.42,55,688.586337
0.79,74,688.713859
0.08,109,688.926571
0.64,162,689.223829
-2.51,342,689.90491
0.32,135,690.149455
-1.78,325,690.80453
1.12,118,691.027524
-0.06,136,691.295784
-0.61,111,691.532205
-0.73,152,691.806206
-1.33,178,692.151001
-2.08,165,692.454082
0.45,29,692.553193
1.25,106,692.780065
1.55,30,692.84168
0.71,73,692.97696
0.82,39,693.05521
1.05,98,693.229503
1.49,40,693.309693
0.58,79,693.441984
-1.56,199,693.859288
0.88,77,694.000528
-0.33,190,694.345144
1.32,55,694.456576
1.5,54,694.589597
1.52,56,694.693695
1.26,88,694.855132
1.31,96,695.043653
1.3,75,695.171858
0.73,85,695.330181
1.07,107,695.570191
-0.05,170,695.8867
0.87,142,696.15654
-0.15,261,696.681171
1.6,43,696.761498
1.5,52,696.86566
-0.29,175,697.188763
0.39,57,697.302994
-0.24,97,697.506836
0.22,111,697.71538
0.06,97,697.90284
-1.52,342,698.567619
0.92,27,698.629345
1.25,124,698.84887
-0.52,103,699.037693
1.43,66,699.174948
0.79,71,699.304507
1.25,63,699.411429
-2.51,202,699.831673
-2.12,144,700.096824
0.8,160,700.393675
0.91,88,700.595461
1.32,81,700.739496
1.4,47,700.835588
1.59,48,700.925718
0.62,95,701.095761
-0.29,128,701.345235
1.13,102,701.553504
-1.13,150,701.842636
-0.63,150,702.140561
0.79,86,702.306532
0.41,58,702.409381
0.77,89,702.61804
-0.87,203,703.012517
0.64,83,703.156236
0.21,220,703.628775
0.1,148,703.908832
1.29,98,704.103894
0.78,138,704.381501
1.58,65,704.656595
-2.07,292,705.366718
0.26,222,705.749115
0.72,119,705.940665
1.63,30,705.987916
-0.37,179,706.304306
-1.1,159,706.577257
-1.99,345,898.212161
1.54,43,898.296804
1.42,75,898.44268
1.4,27,898.502162
0.08,125,898.7637
0.45,127,899.008294
1.31,75,899.176112
0.94,134,899.435312
-0.25,99,899.664788
1.24,73,899.802734
1.02,64,899.926966
-0.35,91,900.108298
1.07,97,900.306232
1.2,80,900.466996
0.67,78,900.614482
1.5,33,900.71033
0.38,244,901.191252
0.68,103,901.40074
1.14,39,901.48118
