#{"t_start": 1716233740.117966, "env_id": "CenteringWorld-v0"}
r,l,t
-22.75,3131,5.560345
-3.79,494,6.36766
-4.04,737,7.598034
-5.7,869,9.104801
-22.44,3048,15.133118
-8.06,1210,17.515997
-1.97,361,18.230614
-2.72,584,19.358032
-3.78,719,20.824005
-4.28,547,21.911959
-35.58,4031,227.518027
-4.53,602,228.824833
-0.95,323,229.533682
-2.7,116,229.793061
-5.92,926,231.722321
-0.85,131,231.972333
-5.03,892,233.872366
1.24,84,234.055943
-0.23,270,234.618161
0.41,178,234.953734
-7.37,704,236.349443
-2.37,437,237.268286
0.35,210,237.752137
-4.85,681,239.283851
-2.12,466,240.435278
-2.77,597,241.74781
-2.73,411,242.513316
0.51,201,242.883974
-4.79,653,244.24983
-6.94,968,246.407867
0.51,187,246.861408
-0.26,164,247.184204
0.47,143,247.484244
-0.07,258,248.05198
-0.57,265,248.606293
1.12,75,248.784086
-2.97,518,250.02165
-6.31,921,252.034257
0.84,126,252.38595
-5.99,780,253.821749
-0.07,278,254.283709
-0.59,104,254.464521
-4.29,245,254.86974
-2.54,333,255.419117
1.4,18,255.453037
0.27,165,255.724946
1.07,136,255.95413
-0.76,259,256.42556
-2.44,523,257.371247
-0.41,104,257.553159
-3.18,574,258.610608
-3.71,514,454.291094
0.62,199,454.68689
-1.52,400,455.519198
0.98,108,455.733075
-2.36,236,456.187999
-5.0,693,457.632934
-0.94,259,458.349549
0.18,125,458.683013
-1.57,464,459.66233
-0.11,107,459.895706
-3.14,358,460.553451
-2.07,314,461.146775
1.41,88,461.306861
-0.62,333,461.915787
0.47,195,462.263154
1.24,64,462.374539
-1.51,386,463.149081
1.37,35,463.213234
-2.27,304,463.849818
0.1,179,464.223722
-0.47,134,464.650072
1.05,113,464.941655
-0.0,111,465.162436
1.29,51,465.262455
0.66,80,465.425077
0.67,48,465.525016
-0.1,115,465.75555
-0.75,272,466.324964
-0.09,203,466.757639
-0.44,263,467.27166
-3.2,348,467.959704
0.71,155,468.270926
0.5,174,468.62899
-1.97,293,469.233444
0.82,82,469.39463
0.71,68,469.520098
0.06,257,469.995653
-0.7,96,470.199913
-0.36,147,470.533479
-3.3,404,471.353387
0.77,150,471.625899
0.16,227,472.036325
0.97,102,472.233179
-0.34,199,472.626026
0.52,112,472.840883
-0.45,239,473.333672
0.97,82,473.521861
0.35,98,473.725111
1.41,58,473.846116
0.85,64,473.969852
-2.74,355,474.700487
1.26,57,474.83436
0.01,228,475.537742
1.05,67,475.675214
-1.0,288,476.256135
0.47,121,476.507539
-0.07,80,476.708574
-0.52,126,476.973031
-1.5,205,477.358847
1.44,56,477.477179
0.82,167,477.847425
-2.29,277,478.437898
-0.54,197,478.799423
1.17,92,478.97418
-5.32,460,479.825455
-2.04,418,480.58777
1.49,5,480.592814
-0.55,194,480.945965
-3.33,282,481.47102
-0.58,315,482.05873
0.64,106,482.24178
0.25,166,482.57462
1.52,84,482.744413
0.45,94,482.937603
-0.02,259,483.45936
0.7,87,483.664245
0.91,70,483.813923
1.05,125,484.050322
-0.84,266,484.595164
-0.53,223,485.038114
1.43,32,485.100675
-2.08,333,485.803344
0.96,112,486.021152
0.45,92,676.502311
-0.15,253,677.039264
1.11,115,677.318487
-4.61,529,678.502371
-0.51,149,678.78099
1.16,94,678.94764
0.2,107,679.142123
-0.48,140,679.369269
0.1,93,679.532191
1.45,56,679.609267
0.52,9,679.624902
-0.88,99,679.798457
-0.21,154,680.050702
-1.08,195,680.38086
-3.3,576,681.403724
0.61,83,681.544443
0.75,109,681.743716
-1.29,192,682.080886
-0.64,144,682.325114
1.5,5,682.325114
-0.08,152,682.580989
1.58,41,682.662607
1.51,66,682.775676
-0.27,100,682.954903
0.94,36,683.004218
0.6,51,683.103049
-0.5,238,683.528447
0.27,104,683.760219
-0.66,143,684.027959
-2.67,486,684.995879
1.31,60,685.104384
0.35,164,685.399668
-0.54,116,685.644933
-1.02,203,686.035398
0.82,71,686.165161
1.33,103,686.359223
1.0,115,686.601781
1.47,26,686.648068
1.34,81,686.805228
1.12,91,686.970586
1.08,114,687.184148
-1.53,150,687.467407
0.31,83,687.636829
0.06,188,688.003386
0.06,101,688.184399
1.24,68,688.312323
0.62,104,688.540524
-0.82,263,689.035466
-0.36,301,689.635971
-0.99,181,689.977859
1.36,66,690.094658
0.61,179,690.423687
-0.18,156,690.76172
1.1,121,690.991692
1.39,92,691.178843
1.14,123,691.408169
0.84,141,691.700834
0.88,100,691.893541
1.35,45,691.981369
1.37,83,692.125574
1.45,23,692.181135
1.25,108,692.365817
1.43,53,692.462299
1.37,62,692.636099
0.25,141,692.930451
-1.01,311,693.49871
-1.6,304,694.09255
0.3,54,694.196813
1.51,23,694.240376
0.84,80,694.386242
0.95,40,694.464793
0.84,118,694.71895
1.5,39,694.793535
1.5,6,694.811153
-1.0,156,695.099011
