#{"t_start": 1716403489.6399803, "env_id": "CenteringWorld-v0"}
r,l,t
-0.79,385,1.605072
1.66,57,1.700943
1.68,28,1.732474
1.62,25,1.779086
1.57,38,2.083534
1.64,40,2.146717
1.76,48,2.225308
1.53,24,2.504059
1.7,25,2.55133
1.75,29,2.5833
1.66,19,2.614564
1.72,33,2.661683
1.7,31,2.952296
1.6,15,2.983394
1.68,23,3.020804
1.54,32,3.067972
1.55,9,3.083581
1.54,6,3.083581
1.59,24,3.134207
1.47,10,3.409521
1.62,14,3.425361
1.52,8,3.444558
1.6,12,3.46341
1.69,23,3.494981
1.67,20,3.526298
1.96,60,3.881664
1.74,29,3.91558
1.79,46,4.000224
1.94,50,4.334297
1.76,38,4.388497
1.93,47,4.466579
1.86,43,4.78009
1.56,14,4.811618
1.86,38,4.876263
1.61,16,4.896744
1.77,44,4.959263
1.68,22,5.257281
1.64,28,5.305278
1.59,21,5.336572
1.57,9,5.352445
1.63,23,5.383695
1.57,21,5.422842
1.52,5,5.430083
1.75,28,5.722026
1.52,12,5.737393
2.13,76,5.867736
1.56,22,6.100316
1.86,39,6.162729
1.59,11,6.192711
1.9,44,6.248293
1.39,23,6.295769
1.65,17,6.505247
1.7,22,6.52531
1.54,11,6.556398
1.51,7,6.556398
1.69,21,6.602102
1.78,32,6.651285
1.74,30,6.86775
1.58,14,6.883375
1.6,18,6.92621
1.76,38,6.977364
1.76,28,7.033715
2.03,66,7.282609
1.63,21,7.32948
1.46,26,7.3677
1.76,31,7.414608
1.56,8,7.587831
1.51,29,7.634453
1.53,21,7.675501
1.76,34,7.71929
1.55,37,7.79592
1.71,29,7.993009
1.69,21,8.026052
1.63,15,8.041977
1.98,58,8.142762
1.57,23,8.34285
1.7,22,8.367068
1.92,57,8.474316
1.76,33,8.521308
1.47,27,8.718051
1.63,19,8.758716
1.52,8,8.771783
1.78,30,8.81897
1.51,51,9.057446
1.97,68,9.16676
1.69,23,9.205227
1.62,18,9.23678
1.65,17,9.424093
1.59,11,9.439719
1.92,44,9.525094
1.63,23,9.556376
1.62,28,9.621045
1.61,13,9.636702
1.51,11,9.838592
1.64,22,9.885751
1.57,9,9.901369
1.57,9,9.932637
2.2,72,10.066319
1.75,27,10.285994
2.02,62,10.41068
1.51,11,10.426572
1.47,11,10.441929
1.72,43,10.715992
1.59,11,10.73136
1.9,44,10.827303
1.8,32,10.891857
1.73,41,11.144309
1.77,29,11.19135
1.71,23,11.237979
1.68,22,11.269316
1.62,14,11.300223
1.43,15,11.337711
1.4,32,11.574341
1.65,23,11.612049
1.84,48,11.704779
1.77,29,11.765873
1.43,27,12.007746
1.59,25,12.039002
2.07,63,12.1673
1.56,24,12.380659
1.72,25,12.429596
1.74,26,12.491839
1.78,30,12.556774
1.63,25,12.603399
1.62,14,12.634542
1.45,15,12.841968
1.64,16,12.873239
1.84,41,12.951211
2.07,71,13.296101
1.53,15,13.327364
1.68,20,13.374272
1.76,34,13.423298
1.68,20,13.45443
1.76,28,13.52002
1.89,45,13.77131
1.47,21,13.824258
1.57,35,13.887031
1.57,9,13.916894
1.57,13,13.933798
1.5,4,13.933798
1.66,18,14.149495
1.63,15,14.180748
1.67,19,14.211749
1.68,20,14.257587
1.56,12,14.273463
1.61,13,14.304462
1.68,24,14.35023
1.77,31,14.582897
1.68,26,14.629767
1.59,17,14.666957
2.11,63,14.792873
1.55,21,15.005427
1.44,16,15.021328
1.79,41,15.108898
1.56,34,15.169305
1.76,34,15.404676
1.63,15,15.442903
1.69,21,15.474432
1.49,17,15.505679
1.87,40,15.570342
1.54,6,15.585973
1.59,11,15.601332
1.93,60,15.900471
1.63,15,15.916309
1.51,7,15.931731
1.54,6,15.947089
1.96,49,16.209584
2.03,59,16.325277
1.79,31,16.378415
1.7,22,16.426213
1.63,21,16.646159
1.62,14,16.661813
1.61,13,16.693333
1.7,24,16.749104
1.65,17,16.77017
1.66,20,16.80142
1.67,19,16.852002
1.61,13,17.04736
1.68,20,17.097224
1.67,19,17.11688
1.62,14,17.148119
1.62,14,17.184288
1.85,37,17.244309
1.67,19,17.464896
1.62,14,17.49704
1.63,15,17.529525
1.65,17,17.544883
1.55,7,17.560507
1.74,26,17.626216
1.83,39,17.688747
1.67,22,17.906711
1.58,10,17.933755
1.56,8,17.937768
1.58,10,17.963838
1.6,12,17.97948
1.6,12,17.995352
1.67,23,18.042907
1.85,37,18.105691
1.59,11,18.310974
1.55,7,18.32659
1.75,27,18.379437
1.67,38,18.441967
1.89,41,18.524484
1.55,7,18.540297
1.63,15,18.745363
1.69,27,18.792824
1.86,42,18.873406
1.83,35,18.942909
1.69,25,19.167296
1.56,10,19.182567
1.61,23,19.214334
2.05,57,19.325512
1.78,31,19.572107
1.5,6,19.572107
1.83,41,19.65051
1.87,39,19.734681
1.71,23,19.766313
1.62,14,19.980861
1.5,14,20.013769
1.56,8,20.029674
1.8,32,20.082587
1.69,21,20.128476
2.18,73,20.445082
1.68,20,20.478364
1.7,22,20.509863
1.66,18,20.54295
1.44,18,20.574477
1.76,28,20.814049
1.75,30,20.882888
1.96,48,20.975316
1.7,22,21.007597
1.85,39,21.236039
1.58,16,21.267075
1.62,14,21.308792
1.67,19,21.344367
1.76,29,21.390992
1.52,16,21.422084
1.71,23,21.642992
1.54,6,21.65889
1.59,11,21.666989
1.69,21,21.713878
1.73,31,21.778378
1.55,11,21.794302
1.52,12,21.825497
1.62,14,21.862759
2.06,58,22.149546
1.63,15,22.17944
1.6,18,22.206515
1.69,21,22.253664
1.99,51,22.532543
1.66,18,22.563793
1.93,45,22.649487
1.6,12,22.680746
1.52,4,22.680746
1.58,18,22.721159
1.66,26,22.946362
1.69,23,22.977619
1.58,14,23.008868
1.77,30,23.062781
1.7,22,23.109656
1.76,29,23.162821
