#{"t_start": 1716403489.6362674, "env_id": "CenteringWorld-v0"}
r,l,t
0.49,183,0.812918
1.32,88,1.175452
0.8,192,1.736187
1.51,4,1.736187
1.58,37,1.80246
1.79,72,2.15043
1.46,47,2.229021
1.51,16,2.257905
1.66,19,2.523683
1.67,25,2.576372
1.58,16,2.587013
2.16,85,2.956008
1.81,33,3.023517
1.42,19,3.040424
1.72,25,3.087294
1.68,31,3.137919
1.79,33,3.451271
1.84,37,3.498694
1.56,12,3.514277
2.16,81,3.903649
1.61,18,3.93493
1.69,23,3.966429
1.54,9,3.982055
1.77,33,4.029032
1.54,8,4.044231
1.54,36,4.360948
1.59,11,4.377004
1.76,29,4.423714
1.71,23,4.454634
1.7,33,4.517416
1.88,51,4.846589
1.56,8,4.862205
1.45,35,4.916365
1.55,7,4.931738
1.53,7,4.947363
1.51,3,4.947363
1.66,22,5.237527
1.62,26,5.277019
1.51,3,5.277019
1.63,15,5.312793
1.54,20,5.340285
1.69,21,5.371535
2.03,58,5.710133
1.63,15,5.741106
1.91,43,5.81116
2.18,73,6.134941
1.61,19,6.166442
1.66,34,6.220534
1.52,14,6.236156
1.54,14,6.267414
1.73,27,6.475037
1.68,20,6.512959
1.59,15,6.54449
1.49,7,6.54449
1.65,33,6.607814
1.95,90,6.928875
1.55,16,6.95003
1.69,21,6.981076
1.66,41,7.050605
2.02,59,7.302044
1.87,74,7.418321
1.86,40,7.638166
2.03,69,7.753836
2.15,67,8.028765
1.62,16,8.04569
1.83,59,8.146475
1.73,26,8.349819
1.63,19,8.37078
1.67,21,8.401741
1.56,18,8.44641
1.6,12,8.462338
1.54,30,8.509189
1.47,9,8.525021
1.6,12,8.69058
1.62,14,8.721764
1.56,20,8.759531
1.63,25,8.791151
1.73,29,8.838274
1.79,35,9.061158
1.48,22,9.092316
1.59,23,9.139223
1.61,21,9.170473
1.63,17,9.20794
1.92,65,9.459069
1.37,33,9.528807
1.67,23,9.560088
1.68,32,9.624758
1.68,20,9.842305
1.6,17,9.873575
1.53,11,9.905082
1.54,7,9.905082
1.66,24,9.953006
1.74,27,10.008124
1.65,20,10.053942
1.53,37,10.289707
1.69,27,10.336504
1.61,13,10.367486
1.52,4,10.383142
1.5,8,10.398756
1.61,13,10.414393
1.56,12,10.445642
1.67,21,10.484095
1.7,22,10.719705
1.64,16,10.735073
1.59,11,10.769794
1.89,41,10.831016
1.56,8,10.847022
1.56,8,10.862527
1.94,46,11.132369
1.56,16,11.163374
1.52,16,11.195063
1.54,6,11.212991
1.73,25,11.257307
1.58,10,11.273029
1.74,26,11.329258
1.54,10,11.341424
1.5,34,11.595662
1.8,32,11.661345
1.69,29,11.708492
1.66,18,11.75393
1.52,20,11.785462
1.86,60,12.078866
1.56,10,12.09659
1.67,19,12.13505
1.44,16,12.15506
1.49,5,12.171013
1.63,15,12.204944
1.73,25,12.417404
1.53,5,12.433309
1.63,15,12.464563
1.82,35,12.544612
1.58,10,12.560487
1.0,1,12.560487
1.68,24,12.607112
1.76,28,12.845681
1.77,33,12.892588
1.65,17,12.924089
1.91,43,13.017455
1.83,46,13.315451
1.56,8,13.331077
1.79,32,13.395997
1.68,20,13.427011
1.95,57,13.727935
1.64,20,13.759184
1.54,28,13.812327
1.55,27,13.859233
1.69,21,13.890744
1.64,16,13.937511
1.71,23,14.153208
1.83,43,14.245661
1.57,9,14.2613
1.6,20,14.293014
1.73,27,14.348635
1.68,22,14.568695
1.67,23,14.602226
1.62,18,14.63348
1.61,13,14.648854
1.67,29,14.711206
1.66,18,14.74271
1.67,23,14.96246
1.71,23,15.00914
1.92,52,15.121776
1.69,21,15.157304
1.8,32,15.377157
1.65,17,15.408389
1.61,13,15.446616
1.6,18,15.478145
1.76,28,15.536163
1.89,43,15.605045
1.62,22,15.813681
1.87,52,15.920022
1.91,48,15.999772
1.61,13,16.213296
1.63,15,16.228954
1.6,12,16.260453
1.65,24,16.291707
1.64,16,16.32899
1.62,14,16.360868
1.84,36,16.429926
1.58,10,16.616451
1.62,18,16.649872
1.67,21,16.697046
1.57,19,16.728026
1.71,23,16.773883
1.65,17,16.805133
1.66,18,16.836383
1.84,37,17.102936
1.67,21,17.136206
1.6,12,17.151832
1.58,12,17.183981
1.72,28,17.232062
1.57,9,17.248022
1.55,11,17.263562
1.66,18,17.484235
1.92,44,17.56422
1.58,10,17.580096
1.64,17,17.629929
1.68,28,17.677084
1.52,4,17.677084
1.57,17,17.879195
1.53,9,17.89507
1.66,18,17.94148
1.65,17,17.967551
1.67,31,18.035976
1.67,19,18.062536
1.65,17,18.094021
1.55,23,18.314687
1.7,24,18.363351
1.57,17,18.398806
1.73,27,18.44568
1.67,20,18.492662
1.53,5,18.496661
1.62,14,18.512573
1.75,27,18.749076
1.54,6,18.749076
1.84,39,18.829963
1.54,6,18.845993
1.56,16,18.861521
1.73,27,18.908122
1.6,12,18.946622
1.69,23,19.154996
1.91,43,19.25082
1.68,24,19.282092
1.53,7,19.298046
1.56,20,19.329225
1.68,20,19.557432
1.63,23,19.591734
1.67,24,19.638604
1.61,15,19.674083
1.64,20,19.707155
1.54,6,19.723033
1.83,35,19.79985
2.07,59,20.070673
1.61,13,20.112519
1.66,18,20.132189
1.63,19,20.179312
1.57,9,20.194999
