,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
0,0,0.0,2024-04-28 20:16:10.981244,2024-04-28 20:27:20.211962,0 days 00:11:09.230718,relu,8,0.1,1.7984587580417896e-07,0.9,0.999,0.00020680003446269408,5.0,1,16,tiny,0.0519742057773811,COMPLETE
1,1,0.0,2024-04-28 20:16:10.987810,2024-04-28 20:28:42.781866,0 days 00:12:31.794056,relu,256,0.2,1.7708059393060186e-05,0.8,0.9999,7.458717544229536e-05,0.9,5,8,tiny,0.5935237100173193,COMPLETE
2,2,0.0,2024-04-28 20:16:11.000794,2024-04-28 20:28:48.093241,0 days 00:12:37.092447,relu,32,0.1,1.5761070080468228e-06,0.9,0.98,0.9876820995309766,0.7,20,32,tiny,0.6655691411887824,COMPLETE
3,3,-499.8860000000001,2024-04-28 20:16:11.002045,2024-04-28 20:36:15.237730,0 days 00:20:04.235685,tanh,64,0.4,3.0111995504336283e-06,0.8,0.95,6.642971152272042e-05,2.0,5,2048,medium,0.4862817263765412,COMPLETE
4,4,0.0,2024-04-28 20:16:11.002045,2024-04-28 20:31:35.926804,0 days 00:15:24.924759,relu,256,0.1,9.3760930806348e-08,0.99,0.98,0.002017364049539515,0.5,20,8,small,0.9128173890981577,COMPLETE
