#{"t_start": 1716402645.9437945, "env_id": "CenteringWorld-v0"}
r,l,t
-1.29,399,1.60055
1.48,112,1.766707
1.14,46,2.063416
1.6,35,2.120628
1.66,40,2.178338
0.55,67,2.522122
1.73,38,2.592983
0.91,68,2.921969
0.67,41,2.981209
1.25,35,3.033674
1.17,23,3.328135
1.74,35,3.378036
1.71,23,3.409286
1.59,11,3.424907
1.66,22,3.464946
1.57,21,3.4962
1.02,8,3.4962
1.52,4,3.763765
1.62,22,3.795036
1.5,17,3.826286
1.59,11,3.841913
1.53,5,3.841913
1.58,12,3.857536
1.69,30,3.910831
1.66,19,3.942081
1.98,56,4.261275
1.71,28,4.29366
1.18,77,4.666198
1.93,45,4.731719
1.3,41,4.803017
1.92,47,5.124579
1.86,39,5.187102
1.58,10,5.202727
1.85,38,5.255224
1.59,24,5.557543
1.82,36,5.61044
1.67,22,5.641691
1.18,31,5.679425
1.63,15,5.710694
1.58,10,5.72632
1.65,17,5.966012
1.62,14,5.985305
1.52,4,5.985305
1.75,29,6.037617
1.53,11,6.053243
2.14,66,6.337538
1.63,16,6.363844
1.87,41,6.435851
1.6,12,6.454931
1.88,41,6.519985
1.55,7,6.700016
1.65,24,6.752373
1.7,22,6.778256
1.53,7,6.793882
1.53,5,6.793882
1.7,22,6.846141
1.78,32,6.894035
1.76,28,7.085777
1.59,11,7.101403
1.62,25,7.148277
1.8,32,7.201523
1.76,30,7.253238
2.06,58,7.490934
1.65,17,7.522204
1.59,11,7.537829
1.75,32,7.603944
1.56,8,7.605945
1.61,13,7.637217
1.6,14,7.810545
1.75,31,7.883401
1.1,29,7.933462
1.72,24,7.98232
1.7,22,8.01357
1.63,15,8.189463
1.99,58,8.320216
1.64,16,8.336875
1.68,20,8.373754
1.95,48,8.625445
1.77,29,8.683317
1.62,14,8.704326
1.63,17,8.735596
1.53,5,8.745299
1.74,35,8.792371
1.72,25,8.985477
2.0,57,9.091886
1.7,22,9.128138
1.64,16,9.153971
1.65,17,9.181055
1.61,13,9.372904
1.9,42,9.444017
1.65,21,9.477875
1.66,18,9.506832
1.58,16,9.534908
1.54,6,9.544797
1.67,19,9.737178
1.57,13,9.758911
1.57,9,9.772902
2.15,82,9.911874
1.77,29,10.16379
2.05,57,10.275489
1.53,9,10.329609
1.41,17,10.362781
1.77,30,10.417247
1.6,12,10.616119
1.88,57,10.710427
1.79,34,10.764891
1.3,33,10.994798
1.75,27,11.038212
0.67,29,11.08394
1.69,21,11.117343
1.61,13,11.137821
1.53,5,11.146154
1.59,11,11.162873
1.67,19,11.182602
1.89,43,11.501373
1.76,32,11.563723
1.08,13,11.579369
1.67,19,11.61062
2.08,64,11.972985
1.62,14,11.9846
1.73,25,12.031492
1.74,26,12.062745
1.76,28,12.356465
1.68,20,12.387716
1.62,14,12.425269
1.52,4,12.425269
1.65,22,12.456538
1.85,37,12.527435
1.58,61,12.854422
1.56,12,12.870073
1.68,20,12.901323
1.77,29,12.95752
0.65,27,12.996107
1.76,28,13.285641
1.89,41,13.339782
1.56,10,13.355408
1.69,21,13.396448
1.57,9,13.409591
1.56,14,13.425234
1.0,1,13.425234
1.66,18,13.662923
1.63,15,13.701081
1.66,22,13.746279
1.68,20,13.780604
1.56,12,13.809803
