#{"t_start": 1716402645.9437945, "env_id": "CenteringWorld-v0"}
r,l,t
-0.85,281,1.170749
1.53,49,1.245835
1.06,111,1.661956
1.78,151,2.120628
1.6,37,2.178338
0.71,56,2.506497
1.56,23,2.537746
1.19,46,2.617933
1.14,43,2.906344
1.56,19,2.937593
1.58,11,2.949951
1.5,22,2.981209
1.72,38,3.033674
1.51,10,3.309031
1.54,7,3.328135
1.63,15,3.346784
1.66,21,3.378036
1.62,18,3.393662
1.95,77,3.779411
1.65,19,3.795036
1.65,18,3.826286
1.72,24,3.857536
1.7,27,3.910831
1.84,40,4.203133
1.74,27,4.240052
1.83,39,4.29366
1.64,19,4.331326
1.59,11,4.346973
1.78,50,4.669198
1.87,40,4.731719
1.61,13,4.756172
1.97,54,5.087708
1.71,30,5.140227
1.87,45,5.202727
1.63,15,5.236573
1.9,72,5.594815
1.74,26,5.626065
1.11,16,5.657315
1.83,35,5.72632
1.66,18,5.949068
1.71,24,5.985305
1.63,17,6.006344
1.79,33,6.053243
1.68,20,6.100493
1.87,66,6.392841
1.53,9,6.407013
0.09,25,6.445015
1.69,21,6.478093
1.6,12,6.497899
1.54,6,6.507351
1.59,11,6.525288
1.69,23,6.736724
1.57,9,6.760525
1.74,26,6.793882
1.93,48,6.87841
1.75,27,7.070151
1.94,50,7.148277
1.53,11,7.170887
1.92,47,7.253238
1.6,13,7.275341
1.92,44,7.490934
1.73,26,7.537829
1.67,19,7.56908
1.06,27,7.605945
1.8,35,7.833693
1.68,24,7.88862
1.63,16,7.929424
1.78,41,7.98232
2.04,57,8.248899
1.7,22,8.302578
1.6,12,8.321214
1.64,16,8.352501
1.1,17,8.373754
1.65,17,8.405026
1.69,21,8.600354
1.86,40,8.683317
1.59,35,8.745299
1.6,13,8.760608
1.71,25,8.80868
1.59,11,8.969826
1.67,19,9.001102
1.61,13,9.031403
1.64,16,9.04705
1.54,10,9.062674
1.75,28,9.122114
1.47,11,9.139626
1.49,25,9.179536
1.65,17,9.378005
1.53,9,9.392875
1.63,19,9.425385
1.53,5,9.433907
1.52,10,9.450355
1.53,6,9.45996
1.59,11,9.477875
1.67,21,9.512924
1.69,21,9.547801
1.63,15,9.7251
1.65,17,9.762138
1.56,18,9.790636
1.74,26,9.837129
1.71,23,9.876107
1.69,21,9.910874
0.12,28,10.148165
1.61,15,10.185764
1.51,3,10.194821
1.65,17,10.228613
1.8,32,10.325688
1.64,16,10.359075
1.65,17,10.387972
1.65,17,10.42155
1.6,16,10.627365
1.67,19,10.658654
1.74,26,10.702339
1.48,20,10.733619
1.84,36,10.791968
1.58,10,10.808655
1.65,21,11.017993
1.63,15,11.041961
1.28,31,11.089835
1.57,13,11.111192
1.69,26,11.150341
1.76,29,11.44394
1.57,9,11.454476
1.64,16,11.470122
1.63,15,11.501373
1.53,9,11.516998
1.55,15,11.55302
1.62,14,11.563723
1.8,32,11.61062
1.5,6,11.626245
1.6,13,11.892918
1.63,15,11.924191
1.54,10,11.939821
1.63,19,11.9806
1.5,6,11.9846
1.89,43,12.047118
1.72,25,12.097292
1.52,4,12.100292
1.63,15,12.372091
1.62,15,12.387716
1.58,10,12.422269
1.86,38,12.476367
1.02,5,12.476367
1.6,12,12.508612
1.49,11,12.526436
1.62,14,12.54614
1.29,38,12.846183
1.71,23,12.870073
1.58,14,12.901323
1.79,31,12.952145
1.58,10,12.962855
1.73,25,13.247119
1.66,22,13.283635
1.84,39,13.339782
1.83,36,13.402298
1.64,16,13.425234
1.6,12,13.446378
1.92,47,13.742887
1.58,10,13.759821
1.67,19,13.80201
1.58,10,13.81292
1.57,9,13.828547
1.75,27,13.875422
1.52,4,13.875422
1.8,36,14.084862
2.08,61,14.204607
1.59,11,14.233224
1.67,19,14.258768
