#{"t_start": 1716402645.9494712, "env_id": "CenteringWorld-v0"}
r,l,t
-0.19,265,1.144557
-0.35,362,2.172661
1.59,52,2.485194
1.01,13,2.50082
1.45,24,2.547696
1.61,21,2.587306
1.62,40,2.86296
1.64,18,2.900668
1.62,20,2.931917
1.73,35,2.975533
1.89,66,3.325458
0.74,49,3.40361
1.57,16,3.43853
1.83,48,3.758088
1.71,32,3.804984
1.64,19,3.836237
1.59,12,3.85186
1.16,22,3.889529
1.55,7,3.905154
1.38,48,4.197457
1.12,18,4.234375
1.68,22,4.256731
1.68,21,4.287984
1.61,13,4.32565
1.67,22,4.356922
1.57,10,4.372547
1.6,20,4.641878
1.68,20,4.663521
1.62,16,4.694791
1.07,12,4.710416
1.56,20,4.752596
1.59,11,4.770636
1.28,36,5.066406
1.58,10,5.082031
1.52,6,5.097656
1.9,46,5.165801
1.64,16,5.19705
1.68,20,5.233898
1.63,15,5.249547
1.71,32,5.557868
1.71,29,5.604763
1.75,30,5.636014
1.65,21,5.673748
1.91,45,5.960948
1.58,10,5.96399
1.65,22,6.000667
1.32,52,6.078815
1.25,40,6.332173
1.71,28,6.386248
1.72,24,6.423385
1.66,18,6.450583
1.72,25,6.49122
1.71,23,6.709963
1.61,16,6.731048
1.66,41,6.803831
1.69,22,6.840465
1.69,25,6.872733
1.66,20,6.911011
1.63,16,7.080101
1.67,19,7.111351
1.7,22,7.159385
1.09,16,7.180215
1.71,23,7.211471
1.57,13,7.231933
1.86,48,7.463312
1.6,14,7.500903
1.62,18,7.516527
1.69,25,7.563403
1.53,7,7.579028
1.56,8,7.595261
1.7,22,7.615915
1.63,19,7.818661
1.63,15,7.84973
1.57,9,7.870384
2.0,53,7.961017
1.66,22,8.007893
1.89,48,8.251185
1.61,13,8.281174
1.57,12,8.309943
1.59,11,8.315537
1.6,14,8.346825
1.69,21,8.383724
1.68,20,8.414974
1.67,19,8.615496
2.05,57,8.714293
1.59,11,8.740427
1.55,7,8.740427
1.59,11,8.770564
1.34,39,8.9798
1.6,13,9.011513
1.78,31,9.056997
1.64,16,9.087248
1.84,37,9.148294
1.8,32,9.371094
1.67,19,9.402106
1.84,38,9.466208
1.56,8,9.479195
1.87,43,9.550181
1.58,14,9.734639
1.55,7,9.746257
1.52,4,9.753234
1.56,24,9.792514
1.62,18,9.819343
1.56,12,9.846472
1.57,11,9.86105
2.05,57,10.158113
1.72,24,10.207293
1.65,17,10.238561
1.33,48,10.369899
1.45,29,10.428111
1.69,23,10.641481
1.59,11,10.660175
1.57,9,10.673838
1.62,14,10.697665
1.79,31,10.747684
1.62,14,10.768572
1.53,5,10.776839
1.63,17,10.806679
1.61,15,11.005242
1.68,24,11.044149
1.62,18,11.071654
1.54,6,11.081262
1.57,9,11.090484
1.54,6,11.105515
1.58,12,11.124789
1.68,20,11.155467
1.72,26,11.443497
1.57,9,11.448799
1.72,26,11.495696
1.81,33,11.558046
1.81,42,11.620568
1.53,5,11.620568
1.74,26,11.918515
1.83,37,11.978923
1.6,12,11.994566
1.71,24,12.041442
1.81,33,12.094615
1.65,17,12.366415
1.68,21,12.407403
1.72,25,12.450861
1.71,27,12.486341
1.55,7,12.503937
1.81,34,12.556088
1.57,9,12.795722
1.57,15,12.833917
1.51,5,12.842511
1.67,19,12.864396
1.61,13,12.88002
1.66,18,12.911271
1.57,9,12.926897
1.54,6,12.942521
1.58,10,12.957178
1.64,16,12.972825
1.6,12,13.241442
1.64,16,13.269984
1.63,15,13.28721
1.6,17,13.31848
1.24,42,13.386858
1.25,35,13.442706
1.64,18,13.674583
1.62,18,13.716233
1.73,27,13.767058
1.93,47,13.838495
1.6,12,13.869745
1.1,16,14.047934
1.73,25,14.094809
1.66,18,14.127892
1.71,24,14.170638
1.98,59,14.427044
1.54,8,14.459215
2.05,61,14.566716
1.6,12,14.586369
1.62,14,14.601994
1.85,40,14.822835
1.67,23,14.861799
1.34,45,14.938564
1.82,34,15.005115
1.88,40,15.220529
1.89,42,15.284313
1.81,37,15.348891
1.62,14,15.380589
1.59,15,15.556267
1.57,9,15.571892
1.66,18,15.603143
1.52,6,15.603143
1.51,3,15.618766
2.17,74,15.742753
1.64,24,15.935644
1.6,13,15.95127
1.63,15,15.98332
1.61,13,16.011467
1.52,4,16.011467
1.76,32,16.058354
1.66,18,16.09143
1.77,29,16.311492
1.9,43,16.379059
1.76,28,16.430227
1.62,14,16.454214
2.2,72,16.719712
1.83,37,16.785509
1.64,16,16.801134
1.69,28,16.86145
2.0,56,17.128328
1.6,12,17.148969
1.59,11,17.169917
1.68,28,17.21607
1.72,24,17.258584
1.52,16,17.477552
1.78,30,17.519777
2.16,69,17.646785
1.62,14,17.66241
1.64,18,17.952246
1.94,47,18.040759
1.71,23,18.087635
1.66,18,18.119929
1.71,23,18.177725
1.65,23,18.433703
1.63,15,18.453302
1.63,15,18.484553
1.72,24,18.552767
1.03,6,18.57312
1.62,14,18.608082
1.62,14,18.63729
1.67,21,18.849165
1.61,29,18.895956
1.8,32,18.953273
1.8,33,19.019834
1.59,11,19.035459
1.89,41,19.275135
1.76,28,19.337545
1.83,39,19.400073
1.6,12,19.433497
1.62,14,19.45333
1.69,21,19.676152
1.57,9,19.691345
1.93,45,19.776899
1.52,4,19.783018
1.97,50,19.875923
2.07,60,20.183783
1.71,29,20.233751
1.62,14,20.263663
1.67,19,20.295486
1.64,16,20.319911
1.77,29,20.522972
1.96,48,20.618833
1.73,29,20.665709
1.67,19,20.704216
1.62,14,20.911523
1.55,8,20.912523
1.94,49,21.022959
1.82,34,21.085904
1.64,16,21.120928
1.7,22,21.328346
1.63,15,21.359598
1.56,12,21.375223
1.66,22,21.431252
1.99,51,21.526067
2.09,62,21.823057
1.62,14,21.854222
1.56,8,21.865785
1.93,46,21.949881
1.6,16,21.981383
1.6,12,22.175066
1.64,16,22.206337
1.65,17,22.237588
1.72,24,22.291708
1.55,7,22.291708
1.64,19,22.322983
1.53,5,22.338608
1.6,12,22.35423
1.64,16,22.387548
1.63,18,22.61366
1.93,45,22.699113
1.64,16,22.723063
1.55,11,22.738687
1.7,22,22.774238
1.61,17,22.81167
1.97,49,23.141162
1.88,40,23.215863
1.81,33,23.274195
1.56,8,23.295316
1.0,1,23.537007
1.45,54,23.653755
1.8,32,23.720395
1.59,11,23.74301
1.72,24,23.791261
1.57,9,24.049657
1.58,10,24.065311
1.57,9,24.080937
1.57,9,24.112187
1.9,45,24.202407
1.5,2,24.202407
1.92,44,24.279739
1.55,19,24.578374
1.82,34,24.627347
1.59,11,24.642972
1.71,23,24.685556
1.5,22,24.721092
1.64,16,24.744946
1.78,30,25.040815
1.67,19,25.072064
1.63,15,25.087689
1.75,27,25.13663
1.82,34,25.192919
1.9,42,25.503409
1.94,47,25.578632
1.72,27,25.616821
1.84,36,25.907818
1.68,22,25.949094
1.55,7,25.961714
1.56,16,25.98707
1.56,8,25.999675
1.55,7,26.011943
1.63,19,26.045362
1.58,10,26.064092
1.55,15,26.087134
1.67,19,26.352268
1.71,23,26.374204
1.56,8,26.401237
1.62,14,26.408498
1.6,16,26.448206
1.59,11,26.464917
1.76,28,26.511657
1.58,10,26.528532
1.84,36,26.724289
1.61,13,26.739914
1.75,27,26.791032
1.71,23,26.825289
1.67,19,26.854449
1.57,9,26.870105
1.72,24,27.082609
1.52,4,27.082609
1.62,16,27.113859
2.11,65,27.21424
1.78,30,27.275417
1.52,6,27.436207
1.6,12,27.451607
1.58,10,27.472265
2.13,65,27.583044
1.83,36,27.628484
1.9,45,27.861821
1.58,10,27.877723
1.56,8,27.8931
1.62,14,27.908971
1.54,6,27.93368
1.69,21,27.969201
1.62,22,28.00148
1.61,13,28.171269
1.7,23,28.202824
1.68,20,28.233799
1.63,15,28.267017
1.71,24,28.298292
1.59,11,28.32954
1.51,11,28.348712
1.75,27,28.534685
1.61,13,28.565935
2.04,56,28.654448
1.63,15,28.685982
1.55,7,28.685982
1.66,18,28.716011
1.62,16,28.900387
1.51,17,28.935662
1.57,9,28.953499
1.71,23,28.984792
1.61,13,29.000417
1.72,24,29.053531
1.63,21,29.077525
1.64,24,29.287895
1.65,17,29.303551
1.62,20,29.350333
1.77,29,29.400561
1.62,18,29.42046
1.74,29,29.470197
1.53,5,29.63579
1.58,10,29.666018
1.59,21,29.707712
1.59,11,29.728821
1.65,17,29.762208
1.62,14,29.795506
1.6,12,29.820198
1.74,26,29.870492
2.0,54,30.121128
1.58,12,30.152408
1.38,41,30.220643
1.65,17,30.242017
1.6,15,30.273297
1.6,12,30.44618
1.84,38,30.51811
1.69,23,30.561368
1.66,18,30.578499
1.64,16,30.607761
1.67,19,30.654475
2.01,55,30.902666
1.69,21,30.933928
1.85,38,30.995469
1.62,14,31.011218
1.6,12,31.204509
2.11,70,31.333157
1.71,23,31.38809
1.73,25,31.451027
1.75,29,31.703971
1.62,14,31.723798
1.65,17,31.758749
1.61,13,31.787736
1.81,34,31.870193
1.63,15,31.882724
1.57,9,32.078524
1.63,15,32.109805
1.61,13,32.13571
1.7,22,32.162826
1.7,24,32.206927
1.78,30,32.253502
1.75,27,32.463891
2.11,63,32.567058
1.68,22,32.595447
1.69,23,32.626369
1.73,25,32.835786
1.69,23,32.867036
1.62,18,32.905396
1.67,25,32.945365
1.57,9,32.961012
1.31,34,33.023375
1.54,12,33.191042
1.9,43,33.273257
1.55,7,33.286863
1.63,17,33.337295
1.6,12,33.378693
1.79,31,33.462248
1.59,11,33.487343
1.66,18,33.766163
1.75,27,33.813222
1.98,54,33.91521
1.6,12,33.941209
1.75,27,34.188042
1.63,21,34.235955
1.69,21,34.267218
1.51,3,34.267218
1.62,14,34.303647
1.5,2,34.303647
1.64,16,34.345391
2.0,91,34.710783
1.76,28,34.760488
1.55,7,34.776133
1.96,48,34.866187
1.56,16,35.082894
1.47,11,35.098411
1.72,24,35.153271
1.92,50,35.243268
1.78,30,35.487563
1.71,27,35.522232
1.74,77,35.680743
1.95,47,35.965298
1.7,23,36.013024
1.56,10,36.028679
1.59,11,36.059929
1.6,12,36.075827
1.57,25,36.129637
2.12,65,36.441183
1.61,15,36.469219
1.54,6,36.470352
1.62,14,36.503735
1.65,17,36.537055
2.1,66,36.867145
1.75,27,36.914052
1.58,10,36.929677
1.65,17,36.974519
1.73,25,37.021424
1.93,47,37.2832
1.87,39,37.370499
1.79,31,37.420335
1.65,17,37.451616
1.69,21,37.670586
1.57,9,37.686208
1.63,15,37.701877
1.55,7,37.717462
1.59,11,37.750508
1.69,23,37.792659
1.59,13,37.81652
1.73,27,37.873653
