#{"t_start": 1716402645.93803, "env_id": "CenteringWorld-v0"}
r,l,t
-0.46,186,0.810836
-0.87,95,1.176514
0.72,170,1.682136
1.25,88,2.039939
1.64,91,2.184103
1.23,79,2.543511
1.74,61,2.858777
1.67,25,2.912109
1.6,27,2.955716
1.63,23,2.986974
1.54,26,3.023814
1.54,13,3.039439
1.96,68,3.399426
1.62,20,3.430672
1.69,29,3.47071
0.56,27,3.76953
1.56,11,3.785176
1.6,16,3.800801
1.8,41,3.863301
1.57,10,3.885307
1.74,27,3.932221
1.66,24,4.193273
1.66,20,4.230167
1.62,15,4.245816
2.03,90,4.622068
1.66,20,4.653319
1.52,12,4.674962
1.53,12,4.690608
1.19,25,4.737483
1.53,5,4.737483
1.62,17,4.764038
1.18,24,4.824406
1.7,23,5.093472
1.72,24,5.130344
1.73,25,5.177242
1.64,21,5.208492
1.58,11,5.224118
2.15,70,5.584953
1.63,25,5.631829
1.63,15,5.647455
1.63,15,5.680191
1.72,24,5.716458
1.53,5,5.732085
1.66,18,5.954832
1.62,14,5.975431
1.52,6,5.99107
1.63,15,6.012109
1.83,42,6.074632
1.63,15,6.090256
1.59,11,6.112257
1.56,8,6.127906
1.77,31,6.361608
1.57,14,6.392698
1.6,12,6.411089
1.83,38,6.46961
1.69,21,6.503663
1.55,21,6.70578
1.79,34,6.768394
1.71,24,6.799646
1.7,24,6.852905
0.96,19,6.884174
1.53,5,6.884174
1.19,24,7.075915
1.73,25,7.122792
1.81,43,7.191657
1.61,13,7.207287
1.83,38,7.279104
2.16,86,7.559219
1.58,10,7.590469
1.74,26,7.627356
1.77,29,7.838105
1.71,25,7.894384
2.03,55,7.988085
1.52,56,8.246319
1.58,10,8.270318
1.51,5,8.281293
1.08,11,8.310059
1.53,9,8.326979
1.61,13,8.34264
1.64,20,8.379518
1.55,9,8.395165
1.57,9,8.41079
1.24,27,8.618701
1.6,12,8.651657
1.71,23,8.689081
1.57,9,8.70909
1.64,20,8.725734
1.81,33,8.782005
1.0,1,8.798135
1.51,3,8.798135
1.99,57,9.037168
1.65,17,9.068439
1.6,12,9.096684
1.79,31,9.147465
1.1,15,9.171626
1.53,9,9.186819
1.61,15,9.381698
1.56,18,9.411678
1.62,14,9.435625
1.53,6,9.445632
1.63,15,9.470685
1.61,13,9.491614
1.51,11,9.510012
1.63,19,9.54167
1.66,18,9.571738
2.31,84,9.872491
1.63,15,9.899798
1.64,20,9.926777
1.58,28,10.186529
1.6,14,10.217735
1.82,34,10.265628
1.65,17,10.348273
1.73,25,10.393737
1.92,45,10.652923
1.62,14,10.675812
1.89,41,10.742421
1.65,17,10.768654
1.52,4,10.775805
1.74,29,10.824723
1.55,7,11.010741
1.63,15,11.034912
1.1,15,11.058134
1.58,10,11.07406
1.64,16,11.098745
1.52,6,11.101925
1.58,10,11.124113
1.61,17,11.147886
2.01,59,11.475887
1.72,24,11.522763
1.67,27,11.569487
1.66,18,11.600759
1.9,42,11.91433
1.66,18,11.945586
1.71,23,11.990365
1.91,44,12.052883
1.75,27,12.106057
1.68,20,12.377856
1.63,15,12.39348
1.65,17,12.431033
1.52,4,12.446678
1.72,25,12.482131
1.64,24,12.526889
1.65,17,12.551905
1.57,9,12.551905
1.63,17,12.822788
1.14,21,12.860187
1.64,16,12.875837
1.91,44,12.960285
1.67,25,12.99887
1.66,18,13.269021
1.62,18,13.297651
1.68,22,13.329922
1.56,8,13.329922
1.54,14,13.361172
1.82,38,13.415355
1.66,19,13.634133
1.76,28,13.715258
1.63,23,13.760789
1.83,35,13.818685
1.65,17,13.849937
1.64,20,13.881186
1.6,14,14.059376
1.92,46,14.147428
1.76,28,14.195772
1.56,8,14.20825
1.65,17,14.247917
1.7,22,14.438486
1.64,20,14.470657
1.53,9,14.486308
1.65,18,14.517559
1.79,31,14.582159
1.66,28,14.629059
1.66,22,14.818651
1.67,19,14.834276
1.58,14,14.87324
1.81,36,14.918733
1.65,17,14.960415
1.71,23,15.007859
1.62,14,15.023789
1.91,50,15.264504
1.83,35,15.319885
2.05,57,15.567708
1.7,22,15.598958
1.21,34,15.660422
1.58,11,15.676069
2.07,59,15.931459
1.56,8,15.947085
1.59,11,15.978862
1.64,16,15.994762
1.54,18,16.022908
1.98,52,16.118517
2.24,77,16.406125
1.58,10,16.427727
1.68,20,16.460655
1.86,38,16.668652
1.46,10,16.684277
1.69,22,16.715527
1.59,11,16.749706
1.46,54,16.828198
1.76,28,17.057391
1.7,22,17.098402
1.82,35,17.156716
1.67,23,17.186435
1.72,24,17.236445
1.57,15,17.263592
1.6,12,17.472043
1.82,37,17.531218
1.53,13,17.562469
1.57,9,17.578095
1.51,3,17.578095
1.48,6,17.602045
1.55,7,17.61133
1.6,16,17.626975
1.54,10,17.642601
1.5,6,17.658226
1.58,10,17.673851
1.08,21,17.963688
1.87,41,18.044127
1.22,28,18.083452
1.57,9,18.099076
1.63,15,18.147019
1.68,20,18.193604
1.63,23,18.4552
1.94,47,18.536583
1.67,20,18.607662
1.71,23,18.662542
1.6,12,18.684514
1.71,37,18.923045
1.68,20,18.954295
1.65,17,18.980379
1.53,5,19.005378
1.83,35,19.062525
1.59,11,19.078152
1.61,17,19.270952
2.03,55,19.380264
1.58,10,19.395889
1.76,28,19.459392
1.61,17,19.480418
2.0,52,19.761826
1.46,11,19.780485
1.75,29,19.831867
1.75,27,19.883492
1.88,42,20.16152
1.53,9,20.176383
1.63,15,20.200961
1.56,8,20.215048
1.59,15,20.239705
1.58,10,20.264977
1.75,27,20.309483
2.19,73,20.599003
1.72,28,20.645899
1.72,24,20.695615
1.58,10,20.715657
1.59,11,20.731303
1.6,12,20.923964
1.62,14,20.955233
1.75,27,21.016385
1.6,12,21.035912
1.53,5,21.045263
1.65,17,21.077205
1.57,9,21.093882
1.74,26,21.145174
1.75,27,21.371039
1.73,26,21.417914
1.61,13,21.448996
1.6,12,21.473063
1.55,7,21.473063
1.66,20,21.519985
1.62,14,21.553229
1.58,12,21.568878
1.67,19,21.78757
1.58,20,21.81887
1.62,14,21.850901
1.57,10,21.875057
1.65,17,21.892854
1.76,28,21.93973
1.62,14,21.977176
1.72,25,22.202153
1.66,22,22.233402
1.64,16,22.264654
1.93,45,22.350049
1.54,6,22.365671
1.59,11,22.395988
1.65,17,22.606727
1.72,24,22.643857
1.64,16,22.674456
1.72,24,22.718875
1.63,19,22.750128
1.78,30,22.806395
1.81,37,23.11528
1.65,21,23.152603
1.57,9,23.169039
1.72,25,23.21509
1.55,7,23.227553
1.72,24,23.269419
1.98,53,23.62766
1.54,26,23.681765
1.52,6,23.694326
1.59,19,23.731836
1.59,15,23.761007
1.66,18,23.802702
1.58,11,24.061098
1.68,24,24.123628
1.58,10,24.139253
1.68,20,24.170485
1.77,29,24.229473
1.51,3,24.238714
1.78,31,24.29118
1.66,22,24.59182
1.74,26,24.623161
1.74,26,24.670039
1.68,20,24.702379
1.49,37,24.756387
1.7,22,25.052257
1.62,14,25.067882
1.72,24,25.09913
1.66,22,25.148071
1.67,23,25.179322
1.65,17,25.20436
1.8,32,25.499097
1.55,11,25.518996
1.55,7,25.531027
1.54,8,25.544283
1.61,13,25.565031
1.69,21,25.598354
1.64,16,25.628262
1.49,13,25.64895
1.58,14,25.67012
2.11,65,26.006723
2.03,58,26.103763
1.76,28,26.369989
1.54,6,26.385645
1.65,17,26.419939
1.66,18,26.435596
1.64,16,26.46072
1.5,2,26.476358
1.55,7,26.476358
1.91,43,26.689147
1.88,40,26.770213
1.66,19,26.802345
1.72,24,26.836731
1.7,22,26.86589
1.85,37,27.09405
1.69,21,27.135524
1.48,12,27.140066
1.96,49,27.225681
1.83,35,27.431796
2.13,66,27.547655
2.04,63,27.81215
1.45,11,27.830228
2.01,53,27.904541
1.89,41,27.981642
1.69,21,28.173345
1.63,15,28.198662
1.77,29,28.24524
1.55,7,28.24524
1.81,33,28.309733
1.68,20,28.340981
1.95,47,28.561751
1.78,30,28.615911
2.14,66,28.727453
1.61,17,28.911828
1.71,24,28.961941
1.48,30,28.996233
1.67,27,29.043375
1.64,16,29.073311
1.59,15,29.104838
1.92,44,29.330617
1.5,2,29.330617
1.41,11,29.361774
1.27,37,29.416001
1.9,42,29.647231
