#{"t_start": 1716402645.943435, "env_id": "CenteringWorld-v0"}
r,l,t
0.49,183,0.802348
0.2,199,1.326314
1.26,148,2.027279
1.51,4,2.032535
1.55,73,2.147445
1.13,139,2.606483
1.61,17,2.631316
1.55,12,2.868997
1.67,26,2.906704
1.09,41,2.965943
1.09,23,3.002762
2.18,99,3.409646
1.28,40,3.465305
1.51,3,3.480936
1.73,29,3.779771
1.18,31,3.826646
1.79,36,3.879902
1.81,37,3.926816
1.58,11,3.942441
2.16,92,4.331686
1.12,19,4.362958
1.68,22,4.632289
1.55,7,4.632289
1.77,31,4.685203
1.55,7,4.700827
1.2,23,4.732078
1.6,12,4.758633
1.77,34,4.819001
1.7,26,5.103693
1.73,25,5.140587
1.88,50,5.218713
1.56,8,5.237933
1.62,14,5.255583
1.53,9,5.271208
1.53,5,5.271208
1.51,7,5.541376
1.66,22,5.579548
1.67,21,5.610799
1.53,6,5.610799
1.63,15,5.64205
1.61,13,5.657675
1.67,26,5.711053
2.03,59,6.002704
1.63,23,6.037976
1.91,46,6.106852
2.2,73,6.413407
1.08,22,6.447234
1.72,24,6.486273
1.56,8,6.498258
1.56,9,6.511919
1.73,27,6.737084
1.65,17,6.762989
1.61,13,6.778616
1.51,4,6.794241
1.69,21,6.825491
2.07,75,7.101762
1.59,11,7.117387
1.68,20,7.148637
1.73,26,7.186252
2.01,59,7.438076
2.02,55,7.538189
1.86,38,7.600689
2.07,61,7.86747
2.15,67,7.98268
1.62,25,8.035177
1.93,45,8.279065
1.74,27,8.321574
1.65,17,8.352861
1.18,23,8.38976
1.59,15,8.421011
1.6,12,8.604931
1.65,17,8.651479
1.51,5,8.661736
1.6,12,8.66803
1.62,14,8.704686
1.6,12,8.720329
1.68,21,8.746464
1.74,29,8.79273
1.79,32,9.001462
0.93,26,9.04741
1.64,18,9.085052
1.64,18,9.116239
1.64,16,9.140986
1.99,53,9.398152
1.55,11,9.417578
1.68,20,9.450714
1.74,26,9.493164
1.67,19,9.525685
1.61,14,9.548161
1.56,8,9.561202
1.56,8,9.72546
0.66,28,9.781885
1.73,28,9.82538
1.67,19,9.863953
1.66,20,9.896294
1.72,25,9.946815
1.59,15,10.164149
1.51,3,10.164149
1.53,5,10.183124
1.6,16,10.21333
1.52,16,10.244598
1.65,17,10.275848
1.7,22,10.35801
1.65,17,10.388332
1.6,12,10.413152
1.89,45,10.665213
1.53,11,10.682913
1.57,9,10.69853
1.93,46,10.771562
1.6,12,10.792327
1.55,9,10.806873
1.54,6,10.817312
1.73,25,11.032212
1.56,12,11.05162
1.75,27,11.09334
1.54,10,11.109552
1.6,24,11.147519
1.81,33,11.446529
1.72,24,11.470482
1.66,18,11.501733
1.58,10,11.532983
1.95,48,11.595354
1.57,9,11.61098
1.67,19,11.893277
1.5,10,11.924551
1.51,3,11.924551
1.61,17,11.955802
1.75,27,12.000602
1.54,6,12.000602
1.63,18,12.031852
1.82,34,12.093329
1.58,10,12.100652
1.0,1,12.100652
1.69,21,12.388075
1.78,30,12.441273
1.81,33,12.492378
1.63,15,12.521484
0.38,48,12.834953
1.71,57,12.917307
0.51,19,12.95488
1.79,31,12.996466
1.69,22,13.277885
1.49,57,13.355767
1.58,22,13.404659
1.65,17,13.425594
1.57,25,13.670725
1.68,20,13.718138
1.64,16,13.749682
1.71,24,13.800462
1.83,35,13.844532
1.55,7,13.860157
1.64,16,14.038324
1.73,28,14.085221
1.69,21,14.133928
1.68,20,14.169566
1.64,16,14.196997
1.6,14,14.229814
1.67,29,14.433081
1.64,16,14.465252
1.69,21,14.496529
1.71,25,14.543404
1.95,48,14.623654
1.69,21,14.813246
1.3,35,14.867836
1.61,21,14.911328
1.61,13,14.928976
1.61,13,14.95501
1.77,29,15.013151
1.9,42,15.230293
1.64,18,15.259099
1.91,44,15.339258
1.9,44,15.562304
0.54,24,15.593553
1.65,17,15.624802
1.61,13,15.655017
1.66,18,15.686288
1.66,18,15.701913
1.56,20,15.751382
1.82,34,15.957306
1.59,11,15.987357
1.64,16,16.013499
1.69,24,16.048765
1.62,14,16.064391
1.72,24,16.113112
1.65,17,16.290551
1.65,17,16.322572
1.83,36,16.385095
1.68,20,16.426027
1.6,13,16.439263
1.59,11,16.465249
1.72,24,16.496517
1.57,9,16.663247
1.57,13,16.694497
1.67,24,16.725749
1.93,45,16.80717
1.58,12,16.822793
1.65,18,16.859967
1.72,24,17.076244
1.52,4,17.083195
1.53,21,17.117708
1.54,8,17.130233
1.66,18,17.161488
1.65,17,17.18103
1.73,25,17.233089
1.65,23,17.460637
1.63,19,17.50335
1.61,13,17.52466
1.71,23,17.557065
1.61,13,17.588833
1.74,26,17.62157
1.67,19,17.652821
1.53,5,17.668446
1.61,13,17.93323
1.73,25,17.974949
1.4,20,18.022731
1.83,37,18.093671
1.53,7,18.109297
1.58,14,18.141614
1.66,32,18.417551
1.45,29,18.474964
1.7,22,18.506215
1.9,42,18.635327
1.69,22,18.679109
1.53,6,18.855201
1.6,16,18.891253
1.69,21,18.91764
1.62,24,18.974974
1.66,21,19.010226
1.58,14,19.041495
1.66,18,19.072747
1.55,7,19.088936
1.79,36,19.312423
2.07,60,19.421735
1.61,13,19.459366
1.66,18,19.475013
1.65,17,19.695094
1.56,10,19.711931
1.89,41,19.790945
1.57,17,19.821183
1.54,6,19.830871
1.68,20,19.871831
1.55,11,19.889941
1.96,53,20.185694
1.73,44,20.26765
1.98,52,20.513383
1.58,12,20.529008
1.62,18,20.560258
1.64,16,20.593598
1.56,8,20.609245
1.54,6,20.624869
1.74,26,20.671745
1.61,13,20.700962
1.68,21,20.904172
1.88,40,20.988469
1.68,20,21.028995
1.75,27,21.080192
1.54,7,21.09194
1.61,14,21.123079
1.82,34,21.35001
1.6,22,21.396884
1.52,4,21.396884
1.59,21,21.443591
1.63,17,21.483329
1.6,12,21.498954
1.7,26,21.563473
1.57,9,21.579098
1.73,25,21.802971
1.62,14,21.813465
2.28,80,21.971771
1.64,16,22.181103
1.61,21,22.212373
1.73,25,22.259249
1.56,14,22.297744
1.56,8,22.31339
1.63,15,22.32902
1.63,15,22.360266
2.06,65,22.663458
1.62,14,22.697886
1.79,31,22.744723
1.53,7,22.763596
1.74,30,22.817706
1.69,23,23.097391
1.67,19,23.130524
1.68,20,23.164035
