#{"t_start": 1716402645.9419227, "env_id": "CenteringWorld-v0"}
r,l,t
-1.42,506,1.760984
1.7,64,2.103857
0.81,83,2.455965
1.64,140,2.89257
1.63,18,2.923841
1.65,21,2.951823
0.53,23,3.002275
1.61,15,3.019921
1.53,6,3.019921
1.61,44,3.348655
1.7,51,3.426779
1.5,4,3.426779
1.69,30,3.466817
1.66,23,3.765637
1.62,24,3.796908
1.66,21,3.828158
1.58,10,3.843785
1.55,7,3.859408
1.67,26,3.897078
1.52,4,3.897078
1.61,16,3.928328
1.09,17,4.18938
1.68,23,4.226274
1.63,24,4.263147
1.56,12,4.279907
1.57,9,4.295532
1.16,21,4.332198
1.6,16,4.348845
2.23,76,4.702339
1.5,4,4.717965
1.7,25,4.759081
1.61,16,4.789261
1.73,29,4.836139
1.56,10,5.08958
1.8,36,5.142099
1.24,29,5.188974
1.67,26,5.241446
1.99,54,5.565416
1.9,45,5.643563
1.65,17,5.675297
1.18,31,5.728192
1.74,26,5.970539
1.72,46,6.039489
1.71,25,6.070739
1.54,6,6.086364
1.64,16,6.108364
1.58,10,6.124013
1.58,10,6.319716
1.63,15,6.349733
1.3,34,6.411706
2.14,66,6.51578
1.92,48,6.764501
1.67,29,6.811379
1.75,27,6.864657
1.68,20,6.895907
1.91,48,7.118899
1.81,34,7.187764
1.67,20,7.21902
1.81,34,7.276212
0.7,37,7.491805
1.77,33,7.539701
1.17,29,7.586576
1.74,26,7.623463
1.57,9,7.639089
1.52,4,7.796792
1.23,26,7.863297
1.34,38,7.935334
1.67,19,7.968565
1.61,13,7.999817
1.77,29,8.191335
1.59,15,8.217474
1.6,12,8.250771
1.59,11,8.275763
1.52,8,8.296062
1.71,26,8.338747
1.55,17,8.373626
1.9,46,8.610677
1.91,45,8.703197
1.58,14,8.721842
1.59,13,8.746704
1.18,25,8.778112
1.66,20,8.81655
1.4,49,9.048922
1.63,15,9.080172
1.7,22,9.117751
1.68,21,9.150711
1.87,44,9.392661
1.6,20,9.427257
1.69,21,9.461832
1.69,22,9.498098
1.58,10,9.514648
1.69,25,9.556374
1.74,26,9.760782
1.76,28,9.806091
2.01,54,9.898811
1.33,44,10.165661
1.61,15,10.211841
1.62,18,10.230485
1.56,8,10.24611
1.62,14,10.285882
1.93,45,10.406952
1.52,4,10.41494
1.52,8,10.431337
1.65,17,10.636558
1.68,20,10.668877
1.66,22,10.705214
1.68,20,10.737528
1.56,12,10.756384
1.72,24,10.795877
1.69,21,11.004836
1.65,19,11.03588
1.59,11,11.052982
1.48,24,11.089662
1.6,22,11.124349
2.27,84,11.503245
1.34,38,11.565595
2.12,64,11.926063
1.55,11,11.941693
1.67,19,11.974857
1.8,34,12.01774
1.73,25,12.064617
1.65,17,12.095842
1.93,46,12.424141
1.7,22,12.442785
1.65,21,12.478239
1.6,16,12.516485
1.82,34,12.80327
1.25,33,12.856294
1.81,34,12.903194
1.54,10,12.918819
1.17,22,12.963726
2.08,60,13.294759
1.72,24,13.326029
1.69,22,13.35728
1.73,25,13.411463
1.56,12,13.427106
1.57,13,13.451254
1.51,15,13.67334
1.7,22,13.73033
1.62,15,13.756896
1.73,25,13.807874
1.57,9,13.814792
1.77,30,13.861669
1.66,18,14.055483
1.83,35,14.102358
1.51,11,14.13519
1.68,20,14.171078
1.74,27,14.226057
1.64,18,14.256534
1.57,9,14.271219
1.59,15,14.460719
1.62,14,14.482416
1.53,9,14.498041
1.68,20,14.529291
1.78,32,14.593917
1.65,17,14.609542
1.63,15,14.640792
1.57,9,14.799112
1.59,11,14.814758
1.59,11,14.846009
1.74,26,14.884853
1.65,17,14.914841
1.72,24,14.956522
1.56,8,14.972148
1.16,19,15.014663
1.68,20,15.190789
1.68,20,15.229077
1.77,29,15.276237
1.6,12,15.291862
1.57,15,15.315992
1.84,36,15.388138
1.98,53,15.626315
1.65,19,15.65653
1.65,19,15.687801
1.67,21,15.71905
1.57,9,15.734677
1.69,21,15.927567
1.55,7,15.943192
1.57,10,15.958819
1.56,18,15.990869
1.37,42,16.065903
1.65,17,16.096979
1.59,11,16.114624
1.04,8,16.114624
1.94,47,16.355357
1.72,24,16.402232
1.67,21,16.440775
1.59,11,16.461763
1.63,23,16.49803
1.68,24,16.680384
1.61,13,16.696009
1.65,17,16.727261
1.65,21,16.761778
1.56,8,16.777433
1.52,4,16.793058
2.02,54,17.057848
1.89,41,17.128695
1.96,50,17.215414
1.73,25,17.258059
1.56,12,17.466152
1.56,8,17.484101
1.56,12,17.509863
1.77,30,17.542952
1.79,31,17.607437
1.62,14,17.638708
1.71,23,17.669959
1.55,11,17.934743
1.9,43,18.024243
1.69,29,18.079559
1.54,16,18.095184
1.67,19,18.143126
2.04,56,18.476476
1.62,14,18.492102
1.84,42,18.616632
1.75,27,18.680621
1.53,5,18.680621
1.64,16,18.872339
1.6,22,18.919152
1.86,38,19.001485
1.78,30,19.043008
1.57,9,19.058633
1.83,35,19.282683
1.6,16,19.313935
1.75,27,19.376371
1.53,9,19.391996
1.72,24,19.43887
1.64,28,19.49215
1.71,23,19.708595
1.59,11,19.729519
1.62,18,19.766594
1.58,10,19.783587
1.7,22,19.822695
1.11,18,19.859672
1.98,55,20.158636
1.82,36,20.219753
2.07,60,20.327459
1.63,27,20.53052
1.45,21,20.56177
1.63,15,20.59511
2.11,71,20.727411
1.63,15,20.920071
1.7,22,20.979509
2.05,62,21.096707
1.6,12,21.124592
1.6,13,21.14659
1.89,41,21.398397
1.74,26,21.445103
1.57,9,21.46917
1.79,32,21.516093
1.75,27,21.760961
1.61,14,21.783677
1.56,12,21.81182
1.64,16,21.830606
1.68,20,21.873334
1.62,14,21.904585
1.68,20,21.935838
1.51,19,21.973283
1.72,24,22.198261
1.55,7,22.213885
1.84,40,22.286301
1.65,21,22.314902
1.55,7,22.330532
1.6,16,22.361779
1.61,17,22.395097
2.02,56,22.688819
1.07,12,22.708968
1.63,15,22.730611
1.81,33,22.781787
1.26,30,23.086197
1.56,8,23.100312
1.92,45,23.182027
0.17,24,23.22366
1.94,49,23.561216
1.65,17,23.603047
1.73,25,23.652905
1.76,28,23.711212
1.54,6,23.725567
1.72,24,23.778029
1.7,23,24.057205
1.67,19,24.104109
1.04,22,24.150945
1.86,39,24.209955
1.64,16,24.253551
1.65,19,24.27351
1.67,23,24.588927
1.79,31,24.634895
1.52,8,24.634895
1.74,26,24.691104
1.6,12,24.698486
1.59,11,24.727634
1.75,29,25.018865
1.76,28,25.06399
1.85,37,25.128531
1.65,17,25.144178
1.62,14,25.175429
1.61,13,25.200468
1.54,24,25.469288
1.67,19,25.504635
1.62,14,25.529196
1.68,22,25.565365
2.11,63,25.669719
1.72,24,25.93621
1.52,14,25.961185
1.42,24,25.99974
1.14,18,26.032756
1.67,19,26.066581
1.68,20,26.097377
1.67,19,26.362097
1.58,20,26.381752
1.92,45,26.456827
1.71,30,26.503547
1.45,48,26.731837
1.85,37,26.79858
1.82,34,26.856715
1.64,16,26.877653
1.65,17,26.909146
1.65,17,27.090158
1.79,31,27.136173
1.7,22,27.174497
1.99,52,27.272391
1.43,15,27.443755
1.61,13,27.459156
1.58,10,27.479814
1.59,11,27.51001
1.66,18,27.52791
1.65,18,27.559161
1.93,56,27.808257
1.56,8,27.823878
1.51,3,27.830556
1.65,17,27.858354
1.67,27,27.900649
1.6,12,27.916519
1.51,3,27.916519
1.67,21,27.965458
1.65,17,27.993405
1.81,33,28.19477
2.0,56,28.290477
1.46,14,28.30584
1.58,14,28.337089
1.77,29,28.526608
1.79,31,28.589359
1.67,23,28.627673
1.65,19,28.659996
1.7,22,28.693531
1.66,24,28.72356
1.63,15,28.907936
1.57,9,28.923561
1.62,24,28.961048
1.74,26,29.007966
1.66,22,29.039483
1.75,27,29.085073
1.54,8,29.100945
1.51,3,29.261747
1.7,26,29.3111
1.65,17,29.345456
1.71,23,29.373538
1.58,10,29.404861
1.69,21,29.428009
1.87,39,29.664169
1.79,33,29.728027
1.9,43,29.819726
1.6,12,29.840525
1.65,17,29.877753
2.04,56,30.144332
1.88,41,30.2071
1.69,21,30.249565
1.68,20,30.280846
1.56,9,30.453728
1.62,14,30.48089
1.67,19,30.510034
1.64,16,30.525659
1.61,13,30.557848
1.87,39,30.630949
1.64,16,30.660023
1.59,11,30.830103
2.01,54,30.910215
2.32,88,31.233999
1.69,21,31.267335
1.66,18,31.301411
1.71,24,31.348956
1.9,44,31.458575
1.58,10,31.67363
2.01,53,31.782063
1.45,21,31.82003
1.58,24,31.880771
1.74,30,32.101716
1.8,33,32.167375
1.71,23,32.19854
1.62,26,32.249323
1.77,29,32.292333
1.57,21,32.478693
1.65,21,32.509982
1.78,30,32.569784
1.7,22,32.602995
1.69,25,32.633918
1.61,21,32.827709
1.67,19,32.858959
1.95,47,32.944376
1.06,16,32.96856
1.66,18,33.000058
1.65,17,33.032923
1.73,25,33.237092
1.61,13,33.245462
1.49,13,33.279805
1.8,32,33.374022
1.5,6,33.386516
1.84,36,33.482371
1.95,47,33.804625
1.57,9,33.820771
1.56,8,33.836151
1.74,28,33.905929
1.82,35,33.981916
1.49,5,33.990367
1.6,12,34.195591
1.61,21,34.243504
1.72,24,34.274766
1.79,31,34.34903
1.52,4,34.362189
1.55,13,34.377845
1.46,10,34.39347
1.89,42,34.680752
1.6,12,34.702193
1.75,29,34.75302
1.62,14,34.768037
1.71,23,34.818534
1.56,8,34.834171
1.69,25,35.078382
1.94,47,35.165466
2.05,57,35.271671
1.58,14,35.294571
1.55,7,35.495111
1.63,15,35.513871
1.77,29,35.572017
1.55,7,35.587298
1.77,29,35.625879
1.66,18,35.670556
1.55,11,35.690416
1.93,50,35.988471
1.58,10,36.019572
1.74,27,36.067478
1.67,19,36.098873
1.67,20,36.137186
1.91,47,36.416204
1.57,17,36.448732
1.52,4,36.461385
1.6,12,36.477901
1.53,9,36.496651
1.57,9,36.513322
1.63,15,36.544603
1.59,11,36.563756
1.56,8,36.580586
1.79,33,36.827563
1.82,34,36.905975
1.63,17,36.937226
1.58,14,36.981067
1.62,14,36.997722
1.63,15,37.028972
1.56,8,37.028972
1.57,13,37.243466
1.7,24,37.290748
1.75,31,37.348708
1.77,29,37.412041
1.0,1,37.413042
1.56,9,37.427883
1.55,7,37.443869
1.68,24,37.662248
2.08,60,37.776843
1.83,39,37.853908
1.57,13,37.877084
1.71,23,38.110281
1.71,23,38.157803
1.82,34,38.221616
1.91,48,38.306445
1.66,18,38.511341
1.57,13,38.526998
1.61,17,38.558501
1.66,23,38.620687
1.74,26,38.656219
1.65,17,38.687472
1.62,14,38.703088
1.71,23,38.937189
1.84,36,38.99671
1.76,28,39.061208
1.94,46,39.156062
1.72,24,39.367629
1.39,42,39.43316
1.71,27,39.496559
1.85,37,39.55909
1.69,21,39.757371
1.75,27,39.808083
1.5,20,39.839741
1.64,16,39.870864
1.78,31,39.936447
2.05,59,40.232052
1.6,12,40.249036
1.57,9,40.264788
1.78,31,40.311461
1.58,11,40.347715
1.87,39,40.586371
1.66,18,40.621724
1.68,20,40.653923
1.59,11,40.669578
1.65,17,40.700974
1.6,12,40.716839
1.57,9,40.732328
1.6,12,40.770712
1.65,17,40.965468
1.59,11,40.978692
1.53,5,40.994348
1.67,19,41.025598
1.65,17,41.05392
1.63,15,41.110226
1.78,30,41.159451
1.96,48,41.419771
1.91,43,41.503947
1.77,29,41.550853
1.63,15,41.578938
1.69,22,41.624725
1.27,31,41.86475
1.6,14,41.880238
1.63,15,41.911501
1.79,32,41.968098
1.55,7,41.983742
1.57,25,42.040081
1.46,22,42.244798
1.51,7,42.276849
2.25,77,42.409252
1.68,20,42.440753
1.64,16,42.652597
1.53,7,42.652597
1.73,25,42.715851
1.81,33,42.772785
1.53,5,42.772785
1.65,17,42.803904
1.55,7,42.819807
1.63,16,42.851057
2.11,63,43.141448
1.55,7,43.16855
1.6,12,43.186206
1.71,23,43.217733
1.72,24,43.265759
1.6,13,43.468451
1.64,16,43.490419
2.08,62,43.611582
1.76,28,43.658585
1.64,16,43.695554
1.67,19,43.915597
1.84,36,43.977082
2.0,52,44.071615
1.62,14,44.103857
1.75,27,44.319865
1.53,5,44.319865
1.57,9,44.358104
1.55,11,44.374007
1.2,23,44.405011
1.66,22,44.454628
1.71,23,44.485909
1.67,23,44.706309
1.82,34,44.75813
1.65,17,44.80707
1.84,36,44.887251
1.52,20,44.918519
1.69,21,45.132068
1.76,28,45.179196
1.76,28,45.227845
1.58,10,45.258852
1.94,46,45.332175
